target_id,q_input_0,q_input_1,q_input_2,q_input_3,assumed_order,quat_norm,det_R,orthogonality_error,rot_diff_if_wxyz_vs_xyzw_deg,target_frame,notes
10,0.5417730160547006,-0.05211426463078544,0.7028210241035135,-0.4580488080707928,wxyz/current,1.0,0.9999999999999999,2.220446049250313e-16,101.16805289056883,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
11,0.6266431322484501,0.5796200536182718,-0.5196325648682791,-0.03661933611927817,wxyz/current,1.0,0.9999999999999996,3.3306690738754696e-16,173.33769679925777,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
12,0.8366275216580147,-0.5458173516091335,-0.04576902896120659,-0.00655779495774363,wxyz/current,0.9999999999999999,0.9999999999999998,2.220446049250313e-16,128.1937850534641,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
13,-0.35457714399223267,0.8506336408210347,0.2953122170020447,-0.25196855468728596,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,175.93345604157108,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
14,0.6734439147016122,-0.005618831533250234,-0.015242558456692352,0.7390597992688163,wxyz/current,1.0,1.0000000000000002,4.440892098500626e-16,122.26943245596594,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
15,0.7592160175697846,0.5571198274671028,-0.33588599508953565,-0.019726500227221583,wxyz/current,1.0,1.0,5.73386057095087e-17,153.70075855899617,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
16,0.1244028677492588,0.9032274300298763,0.3447077496309614,-0.22333988332078933,wxyz/current,1.0,0.9999999999999999,2.220446049250313e-16,142.80203636663222,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
17,-0.10863523244010505,0.42503279516041503,0.12795592427202157,0.8894789434014173,wxyz/current,1.0,1.0,2.220446049250313e-16,177.08937356401336,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
18,0.7088130576859463,-0.5171731809258283,0.25929629653277675,0.4035856548359296,wxyz/current,0.9999999999999999,0.9999999999999998,2.220446049250313e-16,167.37338715162338,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
19,0.3312327890706657,0.7834393650686017,0.3138147830147044,-0.42193350502988985,wxyz/current,1.0,0.9999999999999999,2.220446049250313e-16,153.0302725287417,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
20,-0.3679009915080163,-0.19066070955070696,0.8978718772861733,-0.14873952487366057,wxyz/current,0.9999999999999999,1.0,1.1102230246251565e-16,159.27536319028283,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
21,0.7460461001098019,0.6658133848235238,0.007669680926729195,0.006994933543634591,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,119.05746034973178,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
22,0.599318214803662,-0.5528067319223625,-0.07175608875818362,-0.5745201983150781,wxyz/current,1.0,1.0,1.1050048453281146e-16,107.01251481957942,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
23,0.02840805843859202,-0.15762984471099586,0.6811725661905049,0.7143876744048564,wxyz/current,1.0,1.0,2.220446049250313e-16,133.45999780489745,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
24,-0.3040390757448886,-0.5100922407081665,0.7966290450315114,-0.11290841864846891,wxyz/current,1.0,0.9999999999999998,2.220446049250313e-16,144.256923323155,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
25,0.008743339731007254,0.8904428389619985,-0.43907257220916157,-0.11937495920533403,wxyz/current,1.0,1.0000000000000004,4.440892098500626e-16,141.24228564977938,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
26,0.8860741168789436,-0.45780084432415324,-0.006858705639632101,-0.07241549896425224,wxyz/current,1.0,0.9999999999999998,2.220446049250313e-16,124.42749513071709,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
27,0.0525744308570597,0.4022031151355556,0.6889434055209965,-0.6006875788498068,wxyz/current,1.0,0.9999999999999996,4.440892098500626e-16,163.0729494075889,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
28,-0.40845937089200823,0.4073676864487988,0.6802448097418223,-0.45219410565283796,wxyz/current,1.0,1.0000000000000002,4.440892098500626e-16,178.60387724412834,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
29,-0.30084791625030205,0.6415645483196564,0.13630260925864904,0.6923200562864914,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,154.64249164033984,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
30,-0.0891546430761711,0.6936161032720315,0.2523199509772744,0.6687920403522375,wxyz/current,1.0,0.9999999999999997,2.220446049250313e-16,154.3119469836824,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
31,0.45565716579977916,0.6444550547964135,0.5900169842410733,-0.17010052295549563,wxyz/current,0.9999999999999999,0.9999999999999996,4.440892098500626e-16,120.52589850681639,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
32,0.0636917162206693,0.35676949609389275,0.8743428698202136,-0.3227745930774734,wxyz/current,0.9999999999999999,0.9999999999999998,2.220446049250313e-16,176.34523954639698,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
33,0.5940343983450068,0.2107965815261945,0.6250430300919472,0.46044450841902046,wxyz/current,1.0,1.0,3.3306690738754696e-16,70.17106929495739,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
34,-0.21865970469103357,-0.2361599162305866,0.5682270239976085,0.7573205904431844,wxyz/current,1.0,1.0,2.220446049250313e-16,159.0063848590858,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
35,-0.30649437350840714,0.48894923968448856,0.7562588605636675,-0.3083218705161748,wxyz/current,1.0,0.9999999999999999,3.3306690738754696e-16,170.6803366969306,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
36,0.6737355168280472,-0.7118023293833055,-0.1980477111727632,0.013964288316061156,wxyz/current,0.9999999999999999,0.9999999999999999,2.432010859437953e-16,141.22527919272684,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
37,0.6763828231190292,-0.6240668689617309,-0.36908175589292236,0.12971305686333606,wxyz/current,0.9999999999999999,1.0000000000000002,2.220446049250313e-16,162.5241074574505,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
38,0.5673439421281,0.6700159753675043,0.27496900685270254,-0.39190750101690747,wxyz/current,1.0,0.9999999999999997,2.220446049250313e-16,152.9046510498836,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
39,0.9175880278833559,-0.2341299514089921,-0.24018930008255002,-0.21336465748621825,wxyz/current,0.9999999999999999,0.9999999999999997,3.782166958183892e-16,144.70833489146176,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
40,0.7857875429719174,0.3898834330609223,0.36849559553699585,-0.30779837882065103,wxyz/current,1.0,0.9999999999999999,3.3306690738754696e-16,169.12620782813204,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
41,0.6825930933780309,0.21994409031686532,0.1608350490709193,-0.6781027599100687,wxyz/current,0.9999999999999999,1.0,3.3306690738754696e-16,134.5356656555845,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
42,0.7399393640650717,-0.3077946675732509,0.09585995041448561,-0.5903922848640398,wxyz/current,1.0,0.9999999999999999,2.565072191449926e-16,82.69719843167003,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
43,0.20821568636364132,0.7544649262002768,0.32927170207901624,-0.528213071871301,wxyz/current,1.0,0.9999999999999998,3.3306690738754696e-16,166.0302277731444,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
44,0.613403499624616,0.6549757039527159,0.3294965439031984,0.29355578930718673,wxyz/current,0.9999999999999999,0.9999999999999999,3.3306690738754696e-16,53.144655835170916,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
45,0.06187950713929413,0.730806413991375,-0.5121567138483659,0.4469769706878733,wxyz/current,1.0,0.9999999999999999,2.2250844047962203e-16,115.94462484853278,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
46,0.6890081324758209,0.6002326926152218,-0.30800636171747664,-0.2648029252852486,wxyz/current,0.9999999999999999,0.9999999999999999,3.3306690738754696e-16,165.3151144729625,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
47,-0.35507298898449313,0.6293715836121823,-0.2555888468551582,0.6422530059083899,wxyz/current,1.0,0.9999999999999996,2.220446049250313e-16,78.11161736679867,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
48,0.6848142399255196,0.3474005566962253,0.32953682091007774,0.5493157504267148,wxyz/current,0.9999999999999999,0.9999999999999994,3.3306690738754696e-16,49.103833186320806,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
49,0.4252116786125732,-0.3632998966975461,0.8184329501089862,-0.1318169928610564,wxyz/current,0.9999999999999999,0.9999999999999999,4.440892098500626e-16,103.9872047762276,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
50,-0.17104377550765296,-0.11182059483638496,0.20858316794500506,0.9564168774548839,wxyz/current,1.0,0.9999999999999999,3.3306690738754696e-16,176.36619329318557,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
51,-0.4303090592939055,0.5430530421090473,0.7150027741855319,-0.09326596299131144,wxyz/current,1.0,0.9999999999999998,1.4286027903005587e-16,165.28597285392325,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
52,0.45486628679164004,0.7200594902001715,-0.5107885279257814,-0.11707293219385802,wxyz/current,0.9999999999999999,0.9999999999999998,2.4502539012589387e-16,176.13519875504704,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
53,-0.2620300808882239,-0.487447000635317,0.8138941216736657,-0.17695201888194523,wxyz/current,1.0,1.0,2.2663504879678327e-16,136.98069985502403,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
54,-0.4823933341834864,0.734465529817918,-0.3735005601184829,-0.29724466056735743,wxyz/current,0.9999999999999999,0.9999999999999996,4.440892098500626e-16,136.04843376095147,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
55,-0.13762896616260556,-0.3783858291682657,0.5439728573069952,0.7361901673283336,wxyz/current,1.0,0.9999999999999997,3.3306690738754696e-16,163.28008612617037,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
56,0.11507928782822743,0.053212960336738904,0.7739754329333212,0.6203927526823849,wxyz/current,1.0,1.0000000000000002,4.440892098500626e-16,106.42164499780333,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
57,0.5585001740489446,0.5605687612898704,0.5860767252701802,-0.17422483046288367,wxyz/current,1.0,0.9999999999999998,2.220446049250313e-16,127.51128825128036,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
58,0.36280344023914074,0.3106575840539447,0.8190037591614743,-0.3179597013770521,wxyz/current,0.9999999999999999,0.9999999999999994,4.440892098500626e-16,179.01109754181982,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
59,0.6917092387852013,0.3620351179080332,-0.5670425577786445,0.2625483575426941,wxyz/current,0.9999999999999999,0.9999999999999998,3.3306690738754696e-16,171.06831613219188,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
60,0.13665651009493734,0.6828190017247296,0.2599977033156708,0.6689427504674016,wxyz/current,0.9999999999999999,1.0000000000000004,2.220446049250313e-16,115.15178614184615,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
61,-0.012186664558608099,0.9816073939367825,0.14313635497098265,0.12573938627651615,wxyz/current,0.9999999999999999,0.9999999999999996,2.220446049250313e-16,163.32466356745266,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
62,-0.20002362313760003,0.709090768592696,-0.17281655657412417,0.6536935595960766,wxyz/current,0.9999999999999999,0.9999999999999993,6.661338147750939e-16,118.92519096663838,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
63,-0.1813035580274544,0.7397129745780485,-0.14410292187089313,0.6318133292324182,wxyz/current,1.0,1.0,1.1102230246251565e-16,126.98646099181937,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
64,0.5067677587002337,0.5500936748715265,0.19773029506670112,0.6336293222548308,wxyz/current,0.9999999999999999,0.9999999999999998,1.1102230246251565e-16,66.99071363034435,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
65,0.058213698740619386,-0.12326537853328516,0.6741503311123166,0.7259050508125262,wxyz/current,1.0,1.0,1.3394089933268392e-16,127.61969683522416,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
66,0.049306184150418354,0.40155399929822544,-0.45328749310954825,0.7942630133920294,wxyz/current,1.0,1.0,2.220446049250313e-16,122.22547808645886,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
67,0.571980028543382,0.6232117409651063,-0.21564064681063125,-0.4877961503680052,wxyz/current,0.9999999999999999,1.0,4.440892098500626e-16,174.468361373609,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
68,0.4901496981592837,0.701687658089937,0.32061144311679723,0.40570433374711096,wxyz/current,0.9999999999999999,0.9999999999999997,5.551115123125783e-16,52.25133643511843,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
69,0.3330237065876455,0.4379652325422509,0.6876224353509174,-0.473768986254811,wxyz/current,0.9999999999999999,0.9999999999999999,3.3306690738754696e-16,175.81155233414975,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
70,0.41886153865340403,0.7944278603419834,0.12005407702276438,0.4231151199609548,wxyz/current,1.0,0.9999999999999999,2.2962024697692302e-16,97.9857425237039,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
71,0.017382902805224844,0.7667760977769968,0.2798377483212932,-0.5774453092565685,wxyz/current,1.0,0.9999999999999998,4.440892098500626e-16,173.54817870620516,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
72,-0.40660507281095126,-0.4413627189392571,0.3617460960314206,0.7134500873228439,wxyz/current,1.0,1.0,2.220446049250313e-16,178.60131101314428,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
73,0.18254273570449145,0.9741564628775843,0.12367519856724829,-0.04900796603314275,wxyz/current,0.9999999999999999,0.9999999999999998,2.220446049250313e-16,147.0858347563026,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
74,0.2649367004232095,-0.014305726671506513,0.9276564851429153,-0.26278762627938707,wxyz/current,1.0,0.9999999999999999,3.3306690738754696e-16,141.40664718547157,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
75,0.8001134054770456,0.16657560719937706,0.3665658803343924,-0.4446353121792684,wxyz/current,1.0,0.9999999999999999,3.3306690738754696e-16,142.14075652719694,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
76,0.6689892968019338,-0.5741579542034542,-0.4427197580088863,0.16369233414522333,wxyz/current,0.9999999999999999,0.9999999999999996,4.440892098500626e-16,169.3418493036745,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
77,-0.49445883419460746,0.26443574308133583,-0.41082438363534,0.7188932638984555,wxyz/current,1.0,0.9999999999999997,3.3306690738754696e-16,54.205422373285494,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
78,0.6565388436361979,0.6926402711861493,0.18899011457578668,-0.23127675655078836,wxyz/current,0.9999999999999999,1.0,2.220446049250313e-16,134.07902776521436,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
79,0.032874099197551535,-0.5946045380876721,0.5276875213758472,0.6057314724130738,wxyz/current,1.0,1.0,2.220446049250313e-16,179.2852497287566,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
80,0.8236665606102135,-0.1662994897888191,0.5417970287045061,0.019335364374339872,wxyz/current,0.9999999999999999,0.9999999999999999,4.440892098500626e-16,156.84723007503146,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
81,0.5757557683434931,-0.38560226725863117,-0.6800346711621685,-0.23951833483380455,wxyz/current,1.0,1.0000000000000002,4.440892098500626e-16,172.52483212313086,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
82,-0.2892615378859832,0.49948364876294743,-0.371368819364949,0.7272750836662647,wxyz/current,1.0,0.9999999999999999,5.551115123125783e-16,71.72327615915404,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
83,-0.14257366034098587,-0.17129513494207504,0.6338177984535596,0.740679233194527,wxyz/current,1.0,1.0000000000000002,4.440892098500626e-16,147.51461099660784,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
84,0.6824544794263118,-0.21987655583442584,-0.5953764344086171,0.36254252861731145,wxyz/current,1.0,0.9999999999999999,2.220446049250313e-16,178.57638396235217,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
85,0.8957052707526042,0.37203646892804276,0.14288045677998523,0.19719561050870332,wxyz/current,0.9999999999999999,1.0000000000000002,1.7393187491275815e-16,107.51610348191825,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
86,-0.13421899954855776,0.5794119622310101,-0.21383248279744796,0.7749469062358234,wxyz/current,1.0,1.0000000000000004,4.440892098500626e-16,123.75131558132392,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
87,0.18399548384968945,0.6700947636197189,-0.41507225749818377,-0.5872254173209068,wxyz/current,1.0,1.0,1.1102230246251565e-16,177.80553134553728,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
88,-0.4965821161752504,0.8064880008063182,0.2368938545807768,-0.2164823505789788,wxyz/current,0.9999999999999999,0.9999999999999997,4.440892098500626e-16,162.3731317573668,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
89,-0.18652768688997914,-0.33533763478948664,-0.5904614627047773,0.7100079955731495,wxyz/current,0.9999999999999999,0.9999999999999998,3.3306690738754696e-16,146.15058088191117,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
90,-0.05838243667705136,0.47870013781433995,0.5118891044382812,0.7109199771433887,wxyz/current,0.9999999999999999,0.9999999999999996,4.440892098500626e-16,114.7006946309418,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
91,-0.1430398439150878,0.25977783262879073,0.6223267836314724,0.7244062776524938,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,123.70973571185567,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
92,0.6510140784046025,-0.6436532218335657,0.3313124113015119,0.2283052471141536,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,131.84056208471623,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
93,-0.4657189406908864,0.6682131313424376,0.1397505362924721,-0.563086908913055,wxyz/current,0.9999999999999999,0.9999999999999997,3.3306690738754696e-16,176.07242734442735,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
94,0.44055569087328533,-0.43857027790227887,0.6918855794476771,-0.3672344476383337,wxyz/current,0.9999999999999999,0.9999999999999996,4.440892098500626e-16,48.28626464176947,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
95,-0.24109593086099723,0.9323725209198638,-0.21257608248974363,-0.16542564344478497,wxyz/current,1.0,0.9999999999999999,2.220446049250313e-16,139.27697877546277,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
96,0.8776879470707813,-0.21433238734127805,0.0006215695047587649,-0.4286316704988285,wxyz/current,0.9999999999999999,1.0,2.220446049250313e-16,111.2340988122957,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
97,-0.36933412396773324,0.6690834832989376,0.23880791385521727,-0.599074600971921,wxyz/current,0.9999999999999999,1.0,3.3306690738754696e-16,178.95284843778575,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
98,0.8458497724996595,-0.12379104593624958,-0.5169668237252821,0.04426333105039302,wxyz/current,1.0,1.0,4.440892098500626e-16,177.0024804876705,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
99,0.5631164784216819,-0.18198339203340924,-0.43554610618172934,-0.6782930532917993,wxyz/current,1.0,1.0000000000000002,2.220446049250313e-16,167.39867704086177,base_link -> tool0,cuRobo Pose quaternion is wxyz in this installed API; xyzw is tested as a negative-control input.
EXPERIMENT,,,,,current,,,,,base_link -> tool0,"{'strict_success_count': '86', 'strict_failure_count': '14', 'strict_sr': '0.86', 'pos_p50_all': '0.000130426029816419', 'pos_p95_all': '76.04496626992304', 'pos_p99_all': '304.32191677385197', 'pos_max_all': '497.4874652582233', 'pos_p50_success_only': '0.0001089726571408146', 'pos_p95_success_only': '0.06608496361817046', 'pos_p99_success_only': '1.9601779379551947', 'pos_max_success_only': '3.0627577813338545', 'pos_p50_failure_only': '42.192019632836825', 'pos_p95_failure_only': '370.66160009171614', 'pos_p99_failure_only': '472.12229222492175', 'pos_max_failure_only': '497.4874652582233', 'rot_p95_all': '10.574787318997858', 'rot_p95_success_only': '0.017811896177041264', 'rot_p95_failure_only': '41.98438748452259', 'gpu_ms': '9.841461181640625', 'e2e_ms': '9.86791267253769', 'throughput': '10161.092764004527', 'valid_throughput': '8738.539777043892', 'failure_count': '14', 'num_seeds': '1', 'run_label': 'quat_current', 'N': '100', 'seed_solver_num_seeds': '1', 'position_tolerance': '0.01', 'rotation_tolerance': '0.0872664626', 'use_cuda_graph': '1', 'quat_mode': 'current', 'override_iters': ""{'particle': None, 'lbfgs': None}"", 'status': 'ok'}"
