target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
10,"[-0.005259617594772903, -1.5635019135803454, 1.563192654412608, 0.0020203936111261797, 1.572026369960493, -0.0016191050833653893]","[0.6696183473382062, 0.16030788726325415, 0.623603110270697]","[0.006486834435077756, 0.0017216148560626565, 0.9999774782570351, 0.9999776460832956, 0.0016100708376208467, -0.00648960750806672, -0.0016212071807151902, 0.9999972218532335, -0.001711132108275174]","[0.5015939027650813, 0.5016442703016083, 0.49920796480795915, 0.4975419486382595]","[0.006486834435077756, 0.0017216148560626565, 0.9999774782570351, 0.6696183473382062, 0.9999776460832956, 0.0016100708376208467, -0.00648960750806672, 0.16030788726325415, -0.0016212071807151902, 0.9999972218532335, -0.001711132108275174, 0.623603110270697, 0.0, 0.0, 0.0, 1.0]",True,True
11,"[0.006260149093708379, -1.5740044445903256, 1.5653500770147792, 0.012524361153160453, 1.5688693888941758, -0.00016252994754660565]","[0.6610262110138174, 0.16826005625104912, 0.628193737921474]","[-0.00818760997268239, 0.003868577198133192, 0.9999589977361059, 0.9999664689356503, 0.00018675142608965873, 0.008186948654526058, -0.00015507192597121686, 0.9999924995890553, -0.0038699765284608855]","[0.4970234312698313, 0.4988726328256765, 0.5030517711745066, 0.5010316561900385]","[-0.00818760997268239, 0.003868577198133192, 0.9999589977361059, 0.6610262110138174, 0.9999664689356503, 0.00018675142608965873, 0.008186948654526058, 0.16826005625104912, -0.00015507192597121686, 0.9999924995890553, -0.0038699765284608855, 0.628193737921474, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[-0.004251908186057123, -1.573005107718172, 1.5554386027161524, 0.008779379886037988, 1.5644589193458516, 0.0018914665777524284]","[0.6647647166363291, 0.16170025677691685, 0.6344659138914827]","[-0.0021018695376172607, -0.008782972907597187, 0.9999592199341687, 0.9999961061570922, -0.0018540995359077107, 0.0020856619007052148, 0.0018357056136382775, 0.9999597100392673, 0.008786835783414663]","[0.5012062616103997, 0.49773622387135835, 0.49786065676509694, 0.503175616672981]","[-0.0021018695376172607, -0.008782972907597187, 0.9999592199341687, 0.6647647166363291, 0.9999961061570922, -0.0018540995359077107, 0.0020856619007052148, 0.16170025677691685, 0.0018357056136382775, 0.9999597100392673, 0.008786835783414663, 0.6344659138914827, 0.0, 0.0, 0.0, 1.0]",True,True
13,"[-0.009296891153518172, -1.5697301861855117, 1.547899755659288, 0.01293681292570788, 1.5860918664969161, 0.004674955431916898]","[0.6675128869602813, 0.15633185705445288, 0.636916675760337]","[0.024547503735571477, -0.009007972723691563, 0.9996580797891654, 0.9996870892849546, -0.0045908446027951594, -0.02458958443748089, 0.004810777206140401, 0.9999488889804529, 0.008892460257468942]","[0.5071609999275983, 0.5050361096201185, 0.4904001405495731, 0.4972262566288842]","[0.024547503735571477, -0.009007972723691563, 0.9996580797891654, 0.6675128869602813, 0.9996870892849546, -0.0045908446027951594, -0.02458958443748089, 0.15633185705445288, 0.004810777206140401, 0.9999488889804529, 0.008892460257468942, 0.636916675760337, 0.0, 0.0, 0.0, 1.0]",True,True
14,"[0.0009031911474616532, -1.5741501810279763, 1.546509664837652, 0.020881480578546274, 1.5717329702052545, 0.009571351671549475]","[0.6628604464143752, 0.16445339825420738, 0.6400390321579414]","[-3.126226405554099e-05, -0.006758991974920412, 0.9999771572641816, 0.9999541359594859, -0.009577309490862445, -3.347289236070998e-05, 0.009577316961922735, 0.9999312932248889, 0.006758981388616885]","[0.4992870941737077, 0.5006962816514093, 0.4959069901162354, 0.5040752803757428]","[-3.126226405554099e-05, -0.006758991974920412, 0.9999771572641816, 0.6628604464143752, 0.9999541359594859, -0.009577309490862445, -3.347289236070998e-05, 0.16445339825420738, 0.009577316961922735, 0.9999312932248889, 0.006758981388616885, 0.6400390321579414, 0.0, 0.0, 0.0, 1.0]",True,True
15,"[-0.006380332671263636, -1.5659624116260251, 1.5440449853882892, 0.0232691090044864, 1.5744616434183047, 0.004347850859542633]","[0.6681940531971806, 0.15934303053015414, 0.63601067000834]","[0.010051258812948622, 0.0013079657663559862, 0.9999486293914448, 0.9999400540045734, -0.0043562414126689965, -0.010045474507734724, 0.004342878493133697, 0.9999896561396567, -0.001351673068936563]","[0.5010846595963957, 0.5039243924674004, 0.4967253196796291, 0.49823521290922024]","[0.010051258812948622, 0.0013079657663559862, 0.9999486293914448, 0.6681940531971806, 0.9999400540045734, -0.0043562414126689965, -0.010045474507734724, 0.15934303053015414, 0.004342878493133697, 0.9999896561396567, -0.001351673068936563, 0.63601067000834, 0.0, 0.0, 0.0, 1.0]",True,True
16,"[-0.001592692744333988, -1.5674306369687667, 1.5464661726518518, 0.02640477563531272, 1.5780670703314623, 0.004252501040805077]","[0.6660599905564075, 0.16221002070350413, 0.6350937489510257]","[0.008886267208346432, 0.005402537480136147, 0.9999459219597215, 0.9999516418186261, -0.0042609853945573695, -0.008863296661042462, 0.004212870676408729, 0.99997632801594, -0.005440140478035706]","[0.4997962438173562, 0.5046254534506112, 0.49806949511969, 0.4974772803124216]","[0.008886267208346432, 0.005402537480136147, 0.9999459219597215, 0.6660599905564075, 0.9999516418186261, -0.0042609853945573695, -0.008863296661042462, 0.16221002070350413, 0.004212870676408729, 0.99997632801594, -0.005440140478035706, 0.6350937489510257, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[0.0035236040427433827, -1.564133854606001, 1.5394505171903758, 0.028616727378000018, 1.5878743390705883, 0.00043472804273869247]","[0.6673575590906986, 0.16471900537257372, 0.6373495470389623]","[0.013555569750180844, 0.003927462580270995, 0.9999004058237143, 0.9999080514894254, -0.0004208280388792404, -0.013554020450859062, 0.0003675532187243736, 0.9999921989402928, -0.003932806019770259]","[0.5022952159068239, 0.5044574322499447, 0.49748276558859555, 0.4957147496970733]","[0.013555569750180844, 0.003927462580270995, 0.9999004058237143, 0.6673575590906986, 0.9999080514894254, -0.0004208280388792404, -0.013554020450859062, 0.16471900537257372, 0.0003675532187243736, 0.9999921989402928, -0.003932806019770259, 0.6373495470389623, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[0.0033413386689957938, -1.5715865345035827, 1.5388996542997984, 0.038956575886996164, 1.5827488852394127, 0.008748644001018324]","[0.6624290911588525, 0.1650533176237394, 0.6417274326489113]","[0.008665398873003227, 0.00619404692000927, 0.9999432707134563, 0.999924838444833, -0.008727259418762701, -0.008611179019866978, 0.008673426280676739, 0.9999427327231248, -0.006269206549741743]","[0.4984147201138073, 0.5058808814438206, 0.49721136055453724, 0.4984457477991005]","[0.008665398873003227, 0.00619404692000927, 0.9999432707134563, 0.6624290911588525, 0.999924838444833, -0.008727259418762701, -0.008611179019866978, 0.1650533176237394, 0.008673426280676739, 0.9999427327231248, -0.006269206549741743, 0.6417274326489113, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[-0.003360653270017439, -1.5611035902460864, 1.5332763878298694, 0.030238929921722547, 1.5798008249098558, 0.009671777576903533]","[0.6704716272074068, 0.16085848651526494, 0.6392726889020969]","[0.012387556955466601, 0.002292010717431061, 0.9999206444111183, 0.9998767064929374, -0.009678991583383718, -0.01236482651577216, 0.009649883186413511, 0.9999505306807931, -0.0024116271869021348]","[0.5000742290363454, 0.5060825465587981, 0.4950618846790903, 0.49871830912876436]","[0.012387556955466601, 0.002292010717431061, 0.9999206444111183, 0.6704716272074068, 0.9998767064929374, -0.009678991583383718, -0.01236482651577216, 0.16085848651526494, 0.009649883186413511, 0.9999505306807931, -0.0024116271869021348, 0.6392726889020969, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[-0.004446456422957918, -1.564402677279097, 1.5243611705963085, 0.03930218163535862, 1.5849496551215074, 0.010645921289615733]","[0.6687469859180608, 0.15966414060010706, 0.6465653128954365]","[0.018589783952015135, -0.0009372726259170692, 0.9998267557195305, 0.9997704065252897, -0.010640591203068617, -0.018598711114106315, 0.010656179844306463, 0.9999429480419739, 0.0007392511426513715]","[0.5021674132925189, 0.5070727571099715, 0.4924505999849793, 0.49819425387937405]","[0.018589783952015135, -0.0009372726259170692, 0.9998267557195305, 0.6687469859180608, 0.9997704065252897, -0.010640591203068617, -0.018598711114106315, 0.15966414060010706, 0.010656179844306463, 0.9999429480419739, 0.0007392511426513715, 0.6465653128954365, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[0.004162136623169516, -1.5590208084287542, 1.5296585447877034, 0.042131905146819096, 1.5827640020387868, 0.007662701840889064]","[0.66928468630107, 0.1656246876122742, 0.639191367128262]","[0.00790210001851665, 0.012709005925759517, 0.9998880127212632, 0.9999405826671931, -0.007609247148289621, -0.00780579867986432, 0.007509191067730564, 0.9998902842443341, -0.012768379822556176]","[0.4968713296839714, 0.507020642328634, 0.4993137872760349, 0.4967239593846912]","[0.00790210001851665, 0.012709005925759517, 0.9998880127212632, 0.66928468630107, 0.9999405826671931, -0.007609247148289621, -0.00780579867986432, 0.1656246876122742, 0.007509191067730564, 0.9998902842443341, -0.012768379822556176, 0.639191367128262, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[0.010352448291165335, -1.5607873585985825, 1.520823764261171, 0.04612367225885565, 1.5855031170817988, 0.004141540264264685]","[0.6677250071754013, 0.16950663123573578, 0.6458687240062463]","[0.004379522491854501, 0.006141623415354055, 0.9999715497175741, 0.999982205003406, -0.004077718940642287, -0.004354524631595196, 0.004050859077946632, 0.9999728259658184, -0.006159372587002298]","[0.49853345699266005, 0.5036408973712071, 0.49942520239634114, 0.4983820883272655]","[0.004379522491854501, 0.006141623415354055, 0.9999715497175741, 0.6677250071754013, 0.999982205003406, -0.004077718940642287, -0.004354524631595196, 0.16950663123573578, 0.004050859077946632, 0.9999728259658184, -0.006159372587002298, 0.6458687240062463, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[0.004839348769267883, -1.5580467544432317, 1.5149798644159571, 0.05330751808467932, 1.5884154973234659, 0.005709020660263146]","[0.6697745501580358, 0.16555979524535702, 0.6472518664991341]","[0.012836803773931255, 0.010167209458755764, 0.9998659131707069, 0.9999023225575868, -0.005658966905425407, -0.012779727599075223, 0.005528273945170344, 0.9999322996810259, -0.01023885939946748]","[0.4992341578530655, 0.5071327809555463, 0.4979314934607246, 0.49562670018170607]","[0.012836803773931255, 0.010167209458755764, 0.9998659131707069, 0.6697745501580358, 0.9999023225575868, -0.005658966905425407, -0.012779727599075223, 0.16555979524535702, 0.005528273945170344, 0.9999322996810259, -0.01023885939946748, 0.6472518664991341, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[0.008055140632260175, -1.553312835509148, 1.5167997547086078, 0.058786060799729, 1.5871456664809875, 0.012773143948308842]","[0.6708757189186945, 0.16784304318298432, 0.6423738326695252]","[0.00857382832124042, 0.022162711923623655, 0.9997176119625524, 0.9998862893633323, -0.012592975872216004, -0.008296101609098126, 0.01240555565642227, 0.9996750627873401, -0.02226816180072244]","[0.4933844065858542, 0.5107433225197807, 0.5002752636317496, 0.4954167401668652]","[0.00857382832124042, 0.022162711923623655, 0.9997176119625524, 0.6708757189186945, 0.9998862893633323, -0.012592975872216004, -0.008296101609098126, 0.16784304318298432, 0.01240555565642227, 0.9996750627873401, -0.02226816180072244, 0.6423738326695252, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[-0.004189883145621946, -1.552713615991615, 1.5154929577975556, 0.0544334572562585, 1.5834777395705228, 0.014458683873858059]","[0.673833226895171, 0.1599499349110734, 0.6432267353889988]","[0.017115705120489058, 0.016966109257878018, 0.9997095597096581, 0.9997521382017929, -0.014528230468802332, -0.016869874936957695, 0.014237794743979655, 0.999750509705344, -0.0172105649161553]","[0.496330764142102, 0.5120679887733285, 0.49637854237639645, 0.4950257469142787]","[0.017115705120489058, 0.016966109257878018, 0.9997095597096581, 0.673833226895171, 0.9997521382017929, -0.014528230468802332, -0.016869874936957695, 0.1599499349110734, 0.014237794743979655, 0.999750509705344, -0.0172105649161553, 0.6432267353889988, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[-0.0012957380030970316, -1.5612934328069972, 1.5019612251180932, 0.06075695940160263, 1.575510811269768, 0.015743259581637595]","[0.669353979758753, 0.16263915561063574, 0.6573770271505476]","[0.006031865991280702, 0.0013299573323644399, 0.9999809237211263, 0.9998579893040662, -0.015744170392528588, -0.0060101849789027, 0.01573587676276199, 0.999875168364604, -0.0014247351901497307]","[0.49720794452839406, 0.5057669353501568, 0.49488602192988346, 0.502067617261634]","[0.006031865991280702, 0.0013299573323644399, 0.9999809237211263, 0.669353979758753, 0.9998579893040662, -0.015744170392528588, -0.0060101849789027, 0.16263915561063574, 0.01573587676276199, 0.999875168364604, -0.0014247351901497307, 0.6573770271505476, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[-0.003396147965405462, -1.547077310527439, 1.5030225699423696, 0.06483812133418546, 1.587640004916623, 0.016201867611903058]","[0.6765695433287334, 0.160091283761928, 0.6467413977069479]","[0.02056883965597344, 0.02045120963464208, 0.9995792469132633, 0.9996628301175715, -0.01626840923645747, -0.020237710894335275, 0.015847678585029598, 0.9996584851264929, -0.020778936403736497]","[0.49586326089350957, 0.5142023398663622, 0.4959691743221814, 0.4936903465677517]","[0.02056883965597344, 0.02045120963464208, 0.9995792469132633, 0.6765695433287334, 0.9996628301175715, -0.01626840923645747, -0.020237710894335275, 0.160091283761928, 0.015847678585029598, 0.9996584851264929, -0.020778936403736497, 0.6467413977069479, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[0.0026189597007533955, -1.5549152359506422, 1.5066097336837732, 0.060212416076468406, 1.5922112514314857, 0.021171043399122586]","[0.6717194792233617, 0.16372646067318677, 0.6500679762727739]","[0.019041184894011066, 0.011506078275050567, 0.9997524910899498, 0.9995999586278176, -0.021134546094974137, -0.018795043831414712, 0.0209130578609985, 0.9997104286362565, -0.011903902167554378]","[0.4964883524896335, 0.5128546658548939, 0.4928813678712579, 0.49754131964928505]","[0.019041184894011066, 0.011506078275050567, 0.9997524910899498, 0.6717194792233617, 0.9995999586278176, -0.021134546094974137, -0.018795043831414712, 0.16372646067318677, 0.0209130578609985, 0.9997104286362565, -0.011903902167554378, 0.6500679762727739, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[0.002175097971748899, -1.5419977203865254, 1.4939223790676583, 0.06194838748710972, 1.5868873686356717, 0.020790624090938948]","[0.6794802415372526, 0.16393579277128098, 0.6495813995957637]","[0.01419933789640684, 0.013580311256281941, 0.9998069583422022, 0.9996877024386914, -0.020756945216273137, -0.01391570401161484, 0.02056395866932975, 0.99969231485066, -0.013870805037017861]","[0.4948665445458796, 0.5120612971485196, 0.4947005462712615, 0.49816834561291845]","[0.01419933789640684, 0.013580311256281941, 0.9998069583422022, 0.6794802415372526, 0.9996877024386914, -0.020756945216273137, -0.01391570401161484, 0.16393579277128098, 0.02056395866932975, 0.99969231485066, -0.013870805037017861, 0.6495813995957637, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[0.001304407813357941, -1.5500418646024832, 1.4882211188814647, 0.07635704721420118, 1.5868609731583965, 0.024217624664629685]","[0.6741916427791622, 0.16333946295389173, 0.6574978739442503]","[0.015105665497438116, 0.014174145735274426, 0.999785433211824, 0.9995983261907906, -0.02419366421283756, -0.014759840396361903, 0.02397926492720578, 0.9996068028002968, -0.014533913750921116]","[0.4940592291248286, 0.5132819019459961, 0.4937698310044482, 0.4986366625521228]","[0.015105665497438116, 0.014174145735274426, 0.999785433211824, 0.6741916427791622, 0.9995983261907906, -0.02419366421283756, -0.014759840396361903, 0.16333946295389173, 0.02397926492720578, 0.9996068028002968, -0.014533913750921116, 0.6574978739442503, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[0.013041742468209066, -1.547691953163047, 1.4928396293180073, 0.07374466326770693, 1.5850612312642407, 0.016345694942909973]","[0.6733880110736504, 0.1714223027154695, 0.6530919605130163]","[0.0015292033273440011, 0.018867134478493308, 0.9998208303359928, 0.9998696578204734, -0.016098619421155792, -0.001225488760521812, 0.016072613575676478, 0.9996923855313209, -0.018889293357448433]","[0.4915641592276484, 0.5090474231606394, 0.5003152682581625, 0.4989188618243359]","[0.0015292033273440011, 0.018867134478493308, 0.9998208303359928, 0.6733880110736504, 0.9998696578204734, -0.016098619421155792, -0.001225488760521812, 0.1714223027154695, 0.016072613575676478, 0.9996923855313209, -0.018889293357448433, 0.6530919605130163, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[-0.006770168642485315, -1.5557302927731649, 1.494624072862415, 0.08125952606694244, 1.5971385365957702, 0.018750594937395736]","[0.6713477348630713, 0.15697102394390422, 0.6566460048674713]","[0.033472990640845725, 0.01952731086021748, 0.9992488393929343, 0.9992736225907976, -0.018875625689576812, -0.03310495354310462, 0.01821499634427582, 0.9996311294099415, -0.020144950304793477]","[0.4986111748262556, 0.5178063263989771, 0.4918832010687016, 0.49123764227304934]","[0.033472990640845725, 0.01952731086021748, 0.9992488393929343, 0.6713477348630713, 0.9992736225907976, -0.018875625689576812, -0.03310495354310462, 0.15697102394390422, 0.01821499634427582, 0.9996311294099415, -0.020144950304793477, 0.6566460048674713, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[-0.0022301652199949265, -1.5426457196104109, 1.4819469160317498, 0.0862272601706404, 1.5953855300719766, 0.01951940780426516]","[0.6780195927406324, 0.1601624078310112, 0.6557590647077552]","[0.027301248817455825, 0.02499751177177288, 0.999314648255607, 0.9994488599781303, -0.01956806477682786, -0.02681542707669959, 0.018884334815483746, 0.9994959806052798, -0.02551796724793657]","[0.49553385777176995, 0.5177806680541048, 0.49463336261660834, 0.4916169364229215]","[0.027301248817455825, 0.02499751177177288, 0.999314648255607, 0.6780195927406324, 0.9994488599781303, -0.01956806477682786, -0.02681542707669959, 0.1601624078310112, 0.018884334815483746, 0.9994959806052798, -0.02551796724793657, 0.6557590647077552, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[-0.00846024716914297, -1.5563347057346262, 1.476913408512824, 0.08751950222233477, 1.5910556583371112, 0.021988364405765674]","[0.6719344606404648, 0.1563941506736494, 0.6681983448095389]","[0.02888606879770784, 0.00746452467748974, 0.999554838866159, 0.9993444858851105, -0.022046020188420987, -0.028715353469459477, 0.021821859692481602, 0.9997290902365452, -0.008096454432081077]","[0.49968579982254985, 0.5145455624670691, 0.4891738866308054, 0.4962518254270285]","[0.02888606879770784, 0.00746452467748974, 0.999554838866159, 0.6719344606404648, 0.9993444858851105, -0.022046020188420987, -0.028715353469459477, 0.1563941506736494, 0.021821859692481602, 0.9997290902365452, -0.008096454432081077, 0.6681983448095389, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[-0.0012164038033916707, -1.5562099142602688, 1.469782642993901, 0.0929135434301208, 1.6005353152635156, 0.01731708208965102]","[0.670692875407537, 0.16038375498954643, 0.6723403361396889]","[0.031057499551938362, 0.005949315312259435, 0.9994998936312582, 0.9993709191603981, -0.017315809022315148, -0.030950423170026258, 0.017123015449456824, 0.9998323701527261, -0.006483358442939758]","[0.5018113022059895, 0.5135310767171722, 0.48941548041226846, 0.49491791011930375]","[0.031057499551938362, 0.005949315312259435, 0.9994998936312582, 0.670692875407537, 0.9993709191603981, -0.017315809022315148, -0.030950423170026258, 0.16038375498954643, 0.017123015449456824, 0.9998323701527261, -0.006483358442939758, 0.6723403361396889, 0.0, 0.0, 0.0, 1.0]",True,True
36,"[-0.0007519149681955027, -1.5393103204516816, 1.4744132551996778, 0.09401030278174595, 1.597364461327701, 0.02085565414761834]","[0.6792432322953613, 0.16098101865245326, 0.6577773067020612]","[0.027906501402212687, 0.028533355668794853, 0.9992032199676731, 0.9994089925648876, -0.020868242749703093, -0.027316332568182704, 0.020072188717835338, 0.9993749867086015, -0.029098851889002197]","[0.4944540946244421, 0.5191034569430544, 0.4950565896281672, 0.4908825952960871]","[0.027906501402212687, 0.028533355668794853, 0.9992032199676731, 0.6792432322953613, 0.9994089925648876, -0.020868242749703093, -0.027316332568182704, 0.16098101865245326, 0.020072188717835338, 0.9993749867086015, -0.029098851889002197, 0.6577773067020612, 0.0, 0.0, 0.0, 1.0]",True,True
