target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
16,"[0.0009769538325084069, -1.596819051639294, 1.5559024474943544, 0.043790823501083216, 1.5746409985095449, -0.005223339538077523]","[0.6476031587459617, 0.16421927887982177, 0.646538310346073]","[0.0028526460238992497, 0.0028891535053312167, 0.9999917575673737, 0.9999822318644311, 0.005226102656426047, -0.002867717987479304, -0.00523434485810283, 0.999982170162572, -0.002874193949496714]","[0.5012994501121133, 0.5001251686620484, 0.501310196031864, 0.4972542250625373]","[0.0028526460238992497, 0.0028891535053312167, 0.9999917575673737, 0.6476031587459617, 0.9999822318644311, 0.005226102656426047, -0.002867717987479304, 0.16421927887982177, -0.00523434485810283, 0.999982170162572, -0.002874193949496714, 0.646538310346073, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[0.00829025370378143, -1.6006920982426744, 1.5525121835480367, 0.05797957666626409, 1.565266426278973, 0.001383086645784546]","[0.643017293019304, 0.16978740431217526, 0.6499912843175685]","[-0.013805882465010045, 0.009818272281444542, 0.9998564892717203, 0.9999036613787665, -0.0013017143448426222, 0.013819316231335466, 0.001437209344371619, 0.9999509523317489, -0.009799355087382139]","[0.49373399926042294, 0.4993233388715209, 0.5055451323095569, 0.5013253039999253]","[-0.013805882465010045, 0.009818272281444542, 0.9998564892717203, 0.643017293019304, 0.9999036613787665, -0.0013017143448426222, 0.013819316231335466, 0.16978740431217526, 0.001437209344371619, 0.9999509523317489, -0.009799355087382139, 0.6499912843175685, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[0.00755779968450331, -1.5970687012676958, 1.5496532728015004, 0.06960306658734652, 1.5864773027411283, -0.00908422822806454]","[0.6439325011769442, 0.16736671987352159, 0.6484976793345643]","[0.00791736003266764, 0.022258024378361597, 0.9997209089345311, 0.9999241948860715, 0.009251471173280592, -0.008124946927293757, -0.009429734437114284, 0.9997094531072025, -0.022183089878177065]","[0.49874485995541123, 0.505185356759666, 0.5058451346555559, 0.49006328135146854]","[0.00791736003266764, 0.022258024378361597, 0.9997209089345311, 0.6439325011769442, 0.9999241948860715, 0.009251471173280592, -0.008124946927293757, 0.16736671987352159, -0.009429734437114284, 0.9997094531072025, -0.022183089878177065, 0.6484976793345643, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[0.013355254918677738, -1.6047952046013914, 1.5545072882254698, 0.05990707038438991, 1.5720018273481138, 0.0012214726425423036]","[0.6396107935594887, 0.17238713772518316, 0.6511324484412155]","[-0.01213775385334991, 0.009632980751181477, 0.9998799330985911, 0.9999256028663612, -0.00109292141848131, 0.01214883760352797, 0.0012098197135771245, 0.9999530044980217, -0.009618998473866613]","[0.49425457161626296, 0.4996434143564283, 0.5051395428267161, 0.500902105405329]","[-0.01213775385334991, 0.009632980751181477, 0.9998799330985911, 0.6396107935594887, 0.9999256028663612, -0.00109292141848131, 0.01214883760352797, 0.17238713772518316, 0.0012098197135771245, 0.9999530044980217, -0.009618998473866613, 0.6511324484412155, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[0.020775337641926118, -1.6119393135498263, 1.5508052767214795, 0.06777566788476266, 1.5770711798209003, -0.003830253707515566]","[0.6339549646406073, 0.1765702472363688, 0.6574375230830911]","[-0.014525441859982507, 0.006584561072886616, 0.9998728194596799, 0.9998870038335516, 0.003967812239467311, 0.014499518295291022, -0.0038718346472200265, 0.9999704495741412, -0.00664145126872335]","[0.495681581035336, 0.4970282178028913, 0.5062446803098708, 0.5009780879319454]","[-0.014525441859982507, 0.006584561072886616, 0.9998728194596799, 0.6339549646406073, 0.9998870038335516, 0.003967812239467311, 0.014499518295291022, 0.1765702472363688, -0.0038718346472200265, 0.9999704495741412, -0.00664145126872335, 0.6574375230830911, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[0.022540741688975373, -1.6069911483904444, 1.550790279844108, 0.07327104955742503, 1.5742085834209483, -0.008966631899761915]","[0.635610742945059, 0.17799753202877533, 0.6537890632998417]","[-0.019280060309055623, 0.016892819838598045, 0.9996714019678563, 0.9997734026538828, 0.009349579491651607, 0.019124034856858107, -0.009023448362805308, 0.9998135916265741, -0.01706925242691754]","[0.4932038794341742, 0.4971015018651146, 0.5112970986196834, 0.4982121105489323]","[-0.019280060309055623, 0.016892819838598045, 0.9996714019678563, 0.635610742945059, 0.9997734026538828, 0.009349579491651607, 0.019124034856858107, 0.17799753202877533, -0.009023448362805308, 0.9998135916265741, -0.01706925242691754, 0.6537890632998417, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[0.015464451032927758, -1.6105876933005976, 1.5485827004256476, 0.07906093592168048, 1.5845536140536198, -0.014804185131286028]","[0.6344671962436753, 0.17250454078122587, 0.6570227772764671]","[-0.0019614240220372, 0.017025906059361138, 0.9998531248831818, 0.9998850277878177, 0.015067331355096376, 0.0017049139539973826, -0.015036090634223403, 0.9997415136167415, -0.017053501978944962]","[0.49901212544238693, 0.5000061866121787, 0.5084491757678634, 0.49240242451880645]","[-0.0019614240220372, 0.017025906059361138, 0.9998531248831818, 0.6344671962436753, 0.9998850277878177, 0.015067331355096376, 0.0017049139539973826, 0.17250454078122587, -0.015036090634223403, 0.9997415136167415, -0.017053501978944962, 0.6570227772764671, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[0.017613689392232405, -1.610007646242755, 1.5368152203433993, 0.09047859828637489, 1.5829168287368773, -0.005005793493601466]","[0.6339895285635904, 0.17401682737596139, 0.6634039094140382]","[-0.00558141440103162, 0.017254906951176086, 0.9998355444768856, 0.9999708278507466, 0.0053101358637953604, 0.005490528626707251, -0.005214524022057469, 0.9998370220406996, -0.017284041657236786]","[0.4955917371702053, 0.5015955769821964, 0.506994968397632, 0.4957285640549674]","[-0.00558141440103162, 0.017254906951176086, 0.9998355444768856, 0.6339895285635904, 0.9999708278507466, 0.0053101358637953604, 0.005490528626707251, 0.17401682737596139, -0.005214524022057469, 0.9998370220406996, -0.017284041657236786, 0.6634039094140382, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[0.02285489893903397, -1.6217858895505772, 1.541439958469747, 0.09661921697006648, 1.5794950041781648, -0.0083775940468697]","[0.6256706188500981, 0.17748373802652087, 0.6672521573794831]","[-0.014292691175101426, 0.016149147401897792, 0.9997674349653346, 0.9998615723401943, 0.00874851929570806, 0.014152722972163623, -0.008517930286599092, 0.9998313199976907, -0.01627195179774807]","[0.49451589365834797, 0.4983048116682546, 0.5097335485988139, 0.497310823349353]","[-0.014292691175101426, 0.016149147401897792, 0.9997674349653346, 0.6256706188500981, 0.9998615723401943, 0.00874851929570806, 0.014152722972163623, 0.17748373802652087, -0.008517930286599092, 0.9998313199976907, -0.01627195179774807, 0.6672521573794831, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[0.030964317046229907, -1.6149075016800534, 1.541134808597164, 0.10861791351102838, 1.5839899206513757, -0.012599920438764744]","[0.626520573898685, 0.18220861062943558, 0.6620449432594585]","[-0.018215117731410276, 0.034594712393631884, 0.9992354153853998, 0.9997489020011299, 0.013676077056204028, 0.01775099613790708, -0.013051529932007406, 0.9993078458566984, -0.03483513708426092]","[0.49005760432844336, 0.5007354446952619, 0.516412221938994, 0.49236772426483877]","[-0.018215117731410276, 0.034594712393631884, 0.9992354153853998, 0.626520573898685, 0.9997489020011299, 0.013676077056204028, 0.01775099613790708, 0.18220861062943558, -0.013051529932007406, 0.9993078458566984, -0.03483513708426092, 0.6620449432594585, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[0.02851863367995509, -1.6212709380266286, 1.5345901496551968, 0.10801611610038318, 1.5932694129736968, -0.011189745196271306]","[0.6240900085740008, 0.179738024434179, 0.6704257513941243]","[-0.006288860728134288, 0.02125599546582279, 0.9997542862561275, 0.9999121696374742, 0.011797593666861016, 0.006039022648590571, -0.011666329397916007, 0.9997044560471002, -0.0213283219675332]","[0.49602933657476184, 0.500809811099118, 0.5097584664236898, 0.49324510770349766]","[-0.006288860728134288, 0.02125599546582279, 0.9997542862561275, 0.6240900085740008, 0.9999121696374742, 0.011797593666861016, 0.006039022648590571, 0.179738024434179, -0.011666329397916007, 0.9997044560471002, -0.0213283219675332, 0.6704257513941243, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[0.0337131709423964, -1.6339999378370267, 1.5385737625803468, 0.13074588299387288, 1.5791044065939712, -0.01403335439798715]","[0.6132431684105409, 0.18394998643580848, 0.6737240543886241]","[-0.025900288269908346, 0.03493228244622994, 0.999054007904794, 0.9995619963802277, 0.015218512531048832, 0.025381337015929716, -0.014317487904990258, 0.999273802578372, -0.035311145841664976]","[0.4883664296456799, 0.4985459720629352, 0.5187557100029412, 0.4938042704091355]","[-0.025900288269908346, 0.03493228244622994, 0.999054007904794, 0.6132431684105409, 0.9995619963802277, 0.015218512531048832, 0.025381337015929716, 0.18394998643580848, -0.014317487904990258, 0.999273802578372, -0.035311145841664976, 0.6737240543886241, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[0.03183408104430708, -1.638462852647429, 1.5336760028277636, 0.1254472509134984, 1.5775853584144042, -0.014721903216275398]","[0.6120575024355617, 0.18288871624497094, 0.6801792446335414]","[-0.02534513922233484, 0.02027754617086357, 0.9994730836991503, 0.999568331756136, 0.015374230139778533, 0.025035638555152298, -0.014858467890585718, 0.9996761746530212, -0.02065845500144703]","[0.4922831085655886, 0.49495936339242375, 0.5151159637313623, 0.49732093613709577]","[-0.02534513922233484, 0.02027754617086357, 0.9994730836991503, 0.6120575024355617, 0.999568331756136, 0.015374230139778533, 0.025035638555152298, 0.18288871624497094, -0.014858467890585718, 0.9996761746530212, -0.02065845500144703, 0.6801792446335414, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[0.034247161941766975, -1.6419254788180164, 1.5291702844816246, 0.1350200919337293, 1.5883269228970953, -0.014705433170252349]","[0.6088400666046073, 0.18327920125262714, 0.6844219764114642]","[-0.0170455058474504, 0.022001729716306043, 0.999612612275323, 0.9997408153711005, 0.015465061940861271, 0.01670730200518344, -0.015091481422697266, 0.9996383124653916, -0.022259637009898532]","[0.49400402809175364, 0.49743066582730566, 0.5135100302813496, 0.49480319494135505]","[-0.0170455058474504, 0.022001729716306043, 0.999612612275323, 0.6088400666046073, 0.9997408153711005, 0.015465061940861271, 0.01670730200518344, 0.18327920125262714, -0.015091481422697266, 0.9996383124653916, -0.022259637009898532, 0.6844219764114642, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[0.037839736492393944, -1.6359938591602892, 1.531963954849786, 0.1491723698335148, 1.594852996854204, -0.010015714936186134]","[0.6096324010424621, 0.18491838529729976, 0.6776870785759762]","[-0.014258074724851392, 0.04495428331096602, 0.9988872907976845, 0.9998368374856303, 0.011721693070337323, 0.013744101218264203, -0.011090794014570799, 0.9989202742579419, -0.04511407723276796]","[0.487941989664939, 0.5047609110850352, 0.5174683190853225, 0.4892397940738636]","[-0.014258074724851392, 0.04495428331096602, 0.9988872907976845, 0.6096324010424621, 0.9998368374856303, 0.011721693070337323, 0.013744101218264203, 0.18491838529729976, -0.011090794014570799, 0.9989202742579419, -0.04511407723276796, 0.6776870785759762, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[0.039356470639764496, -1.6447712814594226, 1.5206694515467791, 0.15080815833939293, 1.5841294658183087, -0.020549019675583587]","[0.6048607498722951, 0.18665529998643451, 0.690346996403349]","[-0.02656791078039876, 0.02614208880313445, 0.9993051272308041, 0.9994285842556112, 0.02159106171697042, 0.02600636512007204, -0.020896197969709613, 0.9994250433358888, -0.026700780203351697]","[0.49201686219407664, 0.494606360580306, 0.5183772161034667, 0.4945391968439097]","[-0.02656791078039876, 0.02614208880313445, 0.9993051272308041, 0.6048607498722951, 0.9994285842556112, 0.02159106171697042, 0.02600636512007204, 0.18665529998643451, -0.020896197969709613, 0.9994250433358888, -0.026700780203351697, 0.690346996403349, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[0.04215671557289026, -1.638890775671338, 1.521728959983138, 0.15587709555972168, 1.5845762790842894, -0.018324515906353832]","[0.6069773846249006, 0.18841852600624331, 0.6855984619331335]","[-0.029087097987132507, 0.0381446472506435, 0.9988488006784664, 0.9993992603092896, 0.019947050137426276, 0.028341377596361288, -0.018843015255830983, 0.9990731209861162, -0.03870193404895347]","[0.48789292321710814, 0.4974102396222846, 0.5214729336632709, 0.49255408682721147]","[-0.029087097987132507, 0.0381446472506435, 0.9988488006784664, 0.6069773846249006, 0.9993992603092896, 0.019947050137426276, 0.028341377596361288, 0.18841852600624331, -0.018843015255830983, 0.9990731209861162, -0.03870193404895347, 0.6855984619331335, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[0.04103550212488999, -1.639372553960224, 1.514249294948813, 0.16432156022795488, 1.5809471525547103, -0.015983179723175478]","[0.606276938390938, 0.18803530217862685, 0.6900587818402023]","[-0.03150941127095707, 0.03865661191947591, 0.9987556374590658, 0.9993694246604355, 0.017582326015595534, 0.030848255473383074, -0.01636795818749182, 0.9990978571525356, -0.03918624475481385]","[0.4865405096160608, 0.4975174638814855, 0.5216028139402065, 0.49364482183563607]","[-0.03150941127095707, 0.03865661191947591, 0.9987556374590658, 0.606276938390938, 0.9993694246604355, 0.017582326015595534, 0.030848255473383074, 0.18803530217862685, -0.01636795818749182, 0.9990978571525356, -0.03918624475481385, 0.6900587818402023, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[0.050129847242882934, -1.6565302076409858, 1.5132119114460574, 0.1794796113692295, 1.5891884953680666, -0.018289350002773045]","[0.5930826572910117, 0.1922054857033591, 0.6998356037914187]","[-0.03239940515091352, 0.03552142692885567, 0.9988435847392748, 0.9992955072295185, 0.02009041399918064, 0.03169959772994821, -0.01894116619339923, 0.999166954764958, -0.036147319803196166]","[0.48773550440917024, 0.49589754502646555, 0.521688877338134, 0.4940044714748381]","[-0.03239940515091352, 0.03552142692885567, 0.9988435847392748, 0.5930826572910117, 0.9992955072295185, 0.02009041399918064, 0.03169959772994821, 0.1922054857033591, -0.01894116619339923, 0.999166954764958, -0.036147319803196166, 0.6998356037914187, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[0.055267958281602865, -1.657961087055065, 1.5106259216620028, 0.19083851023103018, 1.5895679649991183, -0.018423588256097675]","[0.5900106340259685, 0.19510033729951998, 0.7013921876744504]","[-0.037299721510594686, 0.042743318392808524, 0.9983895730164669, 0.9991192483105382, 0.020812212046240394, 0.036435964171779966, -0.01922130148083076, 0.9988692910298691, -0.04348196185626509]","[0.484775857659852, 0.496329031061913, 0.5247842164673735, 0.49320521783738486]","[-0.037299721510594686, 0.042743318392808524, 0.9983895730164669, 0.5900106340259685, 0.9991192483105382, 0.020812212046240394, 0.036435964171779966, 0.19510033729951998, -0.01922130148083076, 0.9988692910298691, -0.04348196185626509, 0.7013921876744504, 0.0, 0.0, 0.0, 1.0]",True,True
36,"[0.05378840502831322, -1.6699905678630405, 1.507230409208517, 0.19670413500333858, 1.59503990185784, -0.022513034206630877]","[0.5827718767487442, 0.19331680212799676, 0.7102670384549212]","[-0.030309852032355034, 0.03321448390281155, 0.9989885439427456, 0.9992684626937586, 0.02432539108543598, 0.02950957156912047, -0.023320641831416116, 0.9991521773021419, -0.03392748527315782]","[0.4899204154196688, 0.49479597870116293, 0.521671047785611, 0.49296474916411653]","[-0.030309852032355034, 0.03321448390281155, 0.9989885439427456, 0.5827718767487442, 0.9992684626937586, 0.02432539108543598, 0.02950957156912047, 0.19331680212799676, -0.023320641831416116, 0.9991521773021419, -0.03392748527315782, 0.7102670384549212, 0.0, 0.0, 0.0, 1.0]",True,True
