target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
10,"[0.005101370569579898, -1.5774274195620415, 1.566271004470242, 0.0011095270523456017, 1.5791062668926514, 0.0005857844973060723]","[0.6607197344608118, 0.16654756112005933, 0.6309033435367594]","[0.003202258950332417, -0.010048466055455983, 0.9999443853872814, 0.9999946488126332, -0.0006370328420336463, -0.0032088214746977626, 0.0006692411473653659, 0.9999493099748058, 0.010046372340111315]","[0.5031430210309018, 0.4984458143700914, 0.49651644883818385, 0.5018668016097032]","[0.003202258950332417, -0.010048466055455983, 0.9999443853872814, 0.6607197344608118, 0.9999946488126332, -0.0006370328420336463, -0.0032088214746977626, 0.16654756112005933, 0.0006692411473653659, 0.9999493099748058, 0.010046372340111315, 0.6309033435367594, 0.0, 0.0, 0.0, 1.0]",True,True
11,"[0.024264689706356042, -1.5699977946700854, 1.5656872062244824, 0.009104527119174775, 1.5700069666492749, 0.01080108877441062]","[0.6602526972592364, 0.18008604633342398, 0.6256260771732596]","[-0.02499819518693059, 0.005062806689955705, 0.9996746761951191, 0.9996291073157254, -0.010681183859973535, 0.025051150043767494, 0.010804538146632249, 0.999930137709515, -0.0047939186130333935]","[0.48977716931785986, 0.49761353159004734, 0.5047551213063594, 0.5076626489199966]","[-0.02499819518693059, 0.005062806689955705, 0.9996746761951191, 0.6602526972592364, 0.9996291073157254, -0.010681183859973535, 0.025051150043767494, 0.18008604633342398, 0.010804538146632249, 0.999930137709515, -0.0047939186130333935, 0.6256260771732596, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[0.02371736412581233, -1.5653849237482178, 1.5555334011286848, 0.009849458976198834, 1.5783423850802563, -0.0030732357813220263]","[0.6637224113227478, 0.1790358831116069, 0.6292291647837815]","[-0.016170518315528022, -5.1759259442130814e-05, 0.9998692472810562, 0.9998645256644355, 0.0030727805777693504, 0.016170601020200962, -0.0030732157816876294, 0.9999952776590997, 2.0637927784316326e-06]","[0.4967152922084792, 0.49516528485797656, 0.5047873896752273, 0.5032642947623388]","[-0.016170518315528022, -5.1759259442130814e-05, 0.9998692472810562, 0.6637224113227478, 0.9998645256644355, 0.0030727805777693504, 0.016170601020200962, 0.1790358831116069, -0.0030732157816876294, 0.9999952776590997, 2.0637927784316326e-06, 0.6292291647837815, 0.0, 0.0, 0.0, 1.0]",True,True
13,"[0.03205692959570654, -1.5782824276958398, 1.5596698929948523, 0.014346631109262674, 1.566394395723805, 0.004277664643050914]","[0.6547044457194515, 0.18542634487503737, 0.6346285539597031]","[-0.036468649147255935, -0.004107736552013001, 0.9993263551662158, 0.999325722654747, -0.0044115351687486395, 0.036450492424971774, 0.004258834340800224, 0.9999818322639037, 0.0042658495265855845]","[0.4907610582581358, 0.49083526678889616, 0.5069002033072983, 0.5111619200025052]","[-0.036468649147255935, -0.004107736552013001, 0.9993263551662158, 0.6547044457194515, 0.999325722654747, -0.0044115351687486395, 0.036450492424971774, 0.18542634487503737, 0.004258834340800224, 0.9999818322639037, 0.0042658495265855845, 0.6346285539597031, 0.0, 0.0, 0.0, 1.0]",True,True
14,"[0.040204575328570163, -1.57453000742944, 1.5595525430362083, 0.014480711589746875, 1.5708572135729468, 0.006479365680321331]","[0.6550839619107792, 0.19041954115691598, 0.632212831524304]","[-0.04013528098611257, -0.00023630719872006994, 0.9991942270545171, 0.9991732468655194, -0.006494065815804397, 0.040132902429254, 0.006479349379514271, 0.9999788854111309, 0.0004967529872624461]","[0.4883306784816375, 0.4913913999660632, 0.508218570642358, 0.5116458980069075]","[-0.04013528098611257, -0.00023630719872006994, 0.9991942270545171, 0.6550839619107792, 0.9991732468655194, -0.006494065815804397, 0.040132902429254, 0.19041954115691598, 0.006479349379514271, 0.9999788854111309, 0.0004967529872624461, 0.632212831524304, 0.0, 0.0, 0.0, 1.0]",True,True
15,"[0.03716433230695645, -1.566056611664084, 1.5638370269779749, 0.008063308951662369, 1.571818293803412, -0.0012811968575237045]","[0.6601733124811396, 0.1885061938336428, 0.6243265805029857]","[-0.03614196672269186, 0.005793355426717619, 0.9993298731021281, 0.9993458367821283, 0.001497486911161303, 0.03613386277688791, -0.0012871470948961695, 0.9999820971226687, -0.00584368774880026]","[0.4897733742353878, 0.49198684792252007, 0.5107551128923364, 0.5071490885486067]","[-0.03614196672269186, 0.005793355426717619, 0.9993298731021281, 0.6601733124811396, 0.9993458367821283, 0.001497486911161303, 0.03613386277688791, 0.1885061938336428, -0.0012871470948961695, 0.9999820971226687, -0.00584368774880026, 0.6243265805029857, 0.0, 0.0, 0.0, 1.0]",True,True
16,"[0.04882100394278897, -1.5623476818276332, 1.5598788194246151, 0.020766845134396247, 1.5748095779006908, 0.0034816698300013985]","[0.6587577277246625, 0.19595289802157814, 0.6233234887694801]","[-0.044729532255806684, 0.018431005319840675, 0.9988290979877773, 0.9989933217326554, -0.0025852519225945925, 0.0447845911676295, 0.003407649883973793, 0.9998267922572371, -0.018296814118078805]","[0.4833188393037044, 0.49400215935379943, 0.5148886031102482, 0.5072026148543406]","[-0.044729532255806684, 0.018431005319840675, 0.9988290979877773, 0.6587577277246625, 0.9989933217326554, -0.0025852519225945925, 0.0447845911676295, 0.19595289802157814, 0.003407649883973793, 0.9998267922572371, -0.018296814118078805, 0.6233234887694801, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[0.05131027618435076, -1.5733229810966942, 1.562814670021537, 0.022202934687194763, 1.5752599649660255, -0.007978050402356407]","[0.6523041004745256, 0.197244263115633, 0.6285415449780228]","[-0.04692149378282799, 0.011304987774660094, 0.9988346062650226, 0.9988663066962825, 0.008568971738658091, 0.046825997803253014, -0.008029618179976626, 0.9998993799251787, -0.011694240339882025]","[0.48732772279441167, 0.488928362548747, 0.5165231615962077, 0.5066207362772195]","[-0.04692149378282799, 0.011304987774660094, 0.9988346062650226, 0.6523041004745256, 0.9988663066962825, 0.008568971738658091, 0.046825997803253014, 0.197244263115633, -0.008029618179976626, 0.9998993799251787, -0.011694240339882025, 0.6285415449780228, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[0.05607874720473861, -1.5681992817457255, 1.5593598450392623, 0.020294851887536325, 1.5781356435547753, 0.0023423834155059655]","[0.6545373147451374, 0.20026553558277438, 0.6276081335121255]","[-0.04869369267444642, 0.011551247766572197, 0.9987469614315541, 0.9988112058989794, -0.0016975462883701215, 0.04871645827875169, 0.002258155077286809, 0.9999318411830048, -0.011454855914101328]","[0.4842917264219684, 0.4910342934887606, 0.5144052396457917, 0.5096411441025723]","[-0.04869369267444642, 0.011551247766572197, 0.9987469614315541, 0.6545373147451374, 0.9988112058989794, -0.0016975462883701215, 0.04871645827875169, 0.20026553558277438, 0.002258155077286809, 0.9999318411830048, -0.011454855914101328, 0.6276081335121255, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[0.06909813151267609, -1.5659931300075849, 1.5467497743794676, 0.013835312400446033, 1.5742061059798607, -0.0011219676264925737]","[0.6550661454535334, 0.20935404225257048, 0.6351055412945396]","[-0.06563507737530257, -0.005468755665539085, 0.9978287074089466, 0.9978430832955414, 0.0007461616968226219, 0.06564011244635094, -0.0011035112982861871, 0.9999847678610875, 0.005407985634386042]","[0.48490181221457246, 0.481718479844164, 0.5150177796537074, 0.5172757729956203]","[-0.06563507737530257, -0.005468755665539085, 0.9978287074089466, 0.6550661454535334, 0.9978430832955414, 0.0007461616968226219, 0.06564011244635094, 0.20935404225257048, -0.0011035112982861871, 0.9999847678610875, 0.005407985634386042, 0.6351055412945396, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[0.06543616746035484, -1.5700489030498872, 1.5497254409778045, 0.02442781150107558, 1.5720268886572515, 0.00792106773723135]","[0.6522290601867642, 0.20691930576436646, 0.6348527005621393]","[-0.06412705827093249, 0.004603647527124373, 0.9979311232880564, 0.9979103463951412, -0.007636291438804503, 0.06416095082362143, 0.00791586729587826, 0.9999602459510615, -0.004104334592403781]","[0.48065900483031093, 0.4867272253943361, 0.5149259901734742, 0.5166379329659537]","[-0.06412705827093249, 0.004603647527124373, 0.9979311232880564, 0.6522290601867642, 0.9979103463951412, -0.007636291438804503, 0.06416095082362143, 0.20691930576436646, 0.00791586729587826, 0.9999602459510615, -0.004104334592403781, 0.6348527005621393, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[0.07462464701234023, -1.5831586857736388, 1.5514309076964254, 0.02295932895469938, 1.5711172910621978, 0.00238129706968481]","[0.6436065219763303, 0.21248713024842633, 0.6425208847695597]","[-0.07425595309111317, -0.00856713257536852, 0.9972024155957337, 0.9972363661101682, -0.003028448876183764, 0.07423246328117451, 0.002384017180512637, 0.9999587155162158, 0.008768336515133287]","[0.48256707682658906, 0.4795842364147141, 0.5153782998196074, 0.521069270462774]","[-0.07425595309111317, -0.00856713257536852, 0.9972024155957337, 0.6436065219763303, 0.9972363661101682, -0.003028448876183764, 0.07423246328117451, 0.21248713024842633, 0.002384017180512637, 0.9999587155162158, 0.008768336515133287, 0.6425208847695597, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[0.08837028035053013, -1.5683944112733452, 1.5484771118026366, 0.0299128862758544, 1.5622592703478102, 0.0040398885539508385]","[0.6475601906898679, 0.2227479179462703, 0.6340803871458132]","[-0.0967142942903391, 0.01034721520597848, 0.995258398817816, 0.9953036368933079, -0.0031387811671550634, 0.0967513226769481, 0.004125005075863712, 0.9999415398863405, -0.009995055920714908]","[0.47173929999041603, 0.47864902141274945, 0.5252548355426866, 0.5219813261834132]","[-0.0967142942903391, 0.01034721520597848, 0.995258398817816, 0.6475601906898679, 0.9953036368933079, -0.0031387811671550634, 0.0967513226769481, 0.2227479179462703, 0.004125005075863712, 0.9999415398863405, -0.009995055920714908, 0.6340803871458132, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[0.07989423678066394, -1.5722202141808537, 1.5549337048285663, 0.03509365660042961, 1.5684243588938607, 0.011988190950986858]","[0.6462565728275128, 0.21642732981785281, 0.6318685720212667]","[-0.08195438573221143, 0.018733214271303242, 0.9964600068955709, 0.9965634953231899, -0.010526363030628427, 0.08216079034779351, 0.012028235468370124, 0.9997691045258463, -0.017806155876678807]","[0.47162302089711466, 0.48640984086855604, 0.521831912251987, 0.5183325652720849]","[-0.08195438573221143, 0.018733214271303242, 0.9964600068955709, 0.6462565728275128, 0.9965634953231899, -0.010526363030628427, 0.08216079034779351, 0.21642732981785281, 0.012028235468370124, 0.9997691045258463, -0.017806155876678807, 0.6318685720212667, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[0.0930805268947106, -1.5751333411974204, 1.5432938246065473, 0.044214374793756506, 1.574331909966884, 0.0029904852821017658]","[0.6420513783991305, 0.2242620412988672, 0.6406808541912401]","[-0.08938834940190075, 0.012588344825884657, 0.9959172940388917, 0.9959924904967834, -0.001828337824128688, 0.08941820874305098, 0.002946500503765657, 0.999919092104629, -0.012374464814117227]","[0.47339435145548936, 0.48083636853828593, 0.5243888052752197, 0.5193366495857751]","[-0.08938834940190075, 0.012588344825884657, 0.9959172940388917, 0.6420513783991305, 0.9959924904967834, -0.001828337824128688, 0.08941820874305098, 0.2242620412988672, 0.002946500503765657, 0.999919092104629, -0.012374464814117227, 0.6406808541912401, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[0.11263305119616308, -1.5709800187294614, 1.5399632262281178, 0.040191657122184025, 1.5595563392629697, 0.0044771902584270365]","[0.6402971668723576, 0.2384544828933614, 0.6405070664155555]","[-0.12351396106520747, 0.009669691433961715, 0.992295721289553, 0.992332264939697, -0.0034116843762172938, 0.12355175583279995, 0.0045801071639381945, 0.999947427356703, -0.009174156150720335]","[0.4647311584152323, 0.4714530409971204, 0.5313370947053552, 0.528618834627254]","[-0.12351396106520747, 0.009669691433961715, 0.992295721289553, 0.6402971668723576, 0.992332264939697, -0.0034116843762172938, 0.12355175583279995, 0.2384544828933614, 0.0045801071639381945, 0.999947427356703, -0.009174156150720335, 0.6405070664155555, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[0.11724723287393425, -1.5698095631015203, 1.5380682519309736, 0.034353817055602386, 1.5712797348413943, 0.008564819857872006]","[0.6407783552323333, 0.2405051126932084, 0.6415217263334767]","[-0.11647219037311851, 0.0035922491859943432, 0.9931874569362391, 0.9931570352478205, -0.008200800085189102, 0.11649828417501318, 0.008563422647948887, 0.9999599205086914, -0.0026125024026994984]","[0.4670959502979535, 0.4728480496192118, 0.5269923843592593, 0.529636783101308]","[-0.11647219037311851, 0.0035922491859943432, 0.9931874569362391, 0.6407783552323333, 0.9931570352478205, -0.008200800085189102, 0.11649828417501318, 0.2405051126932084, 0.008563422647948887, 0.9999599205086914, -0.0026125024026994984, 0.6415217263334767, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[0.12450576034156116, -1.569180836093788, 1.5443252504067801, 0.04294642835886153, 1.5677645348709806, 0.017272304047868926]","[0.6376760330463372, 0.24530879969576333, 0.6361736439331145]","[-0.1268625988179084, 0.02014393020635507, 0.9917157370421265, 0.9917690149055101, -0.014885027424755263, 0.12717176192818305, 0.01732345503993395, 0.9996862798070232, -0.01808977255450182]","[0.45830192046369245, 0.4759496299928567, 0.5315231283649976, 0.5300136445621382]","[-0.1268625988179084, 0.02014393020635507, 0.9917157370421265, 0.6376760330463372, 0.9917690149055101, -0.014885027424755263, 0.12717176192818305, 0.24530879969576333, 0.01732345503993395, 0.9996862798070232, -0.01808977255450182, 0.6361736439331145, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[0.1323402243188111, -1.580686151383644, 1.5364144936911337, 0.05655270403350992, 1.561836170650711, 0.017350216123335403]","[0.6289733390787302, 0.24994842626994077, 0.6477749512438873]","[-0.14059758787003715, 0.014614828063230926, 0.9899589512125285, 0.9899128924097133, -0.015556186253533558, 0.14082070341494782, 0.017458056196567536, 0.999772179983984, -0.012280244456439724]","[0.45595119843575077, 0.47096678302188577, 0.533226416748304, 0.5347601167035391]","[-0.14059758787003715, 0.014614828063230926, 0.9899589512125285, 0.6289733390787302, 0.9899128924097133, -0.015556186253533558, 0.14082070341494782, 0.24994842626994077, 0.017458056196567536, 0.999772179983984, -0.012280244456439724, 0.6477749512438873, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[0.1273103048541752, -1.57371221531056, 1.5349138199870824, 0.04777274953253695, 1.570251209830274, 0.01265685010019714]","[0.6350698671546589, 0.2466198698289247, 0.6449733844857458]","[-0.12738446615980775, 0.010514690103036685, 0.9917976805141349, 0.9917726047595966, -0.01141386723630955, 0.1275022512863076, 0.012660893710383127, 0.9998795752123096, -0.00897423220701243]","[0.46158082564077285, 0.4724943473956896, 0.5303170823032459, 0.5314659211062137]","[-0.12738446615980775, 0.010514690103036685, 0.9917976805141349, 0.6350698671546589, 0.9917726047595966, -0.01141386723630955, 0.1275022512863076, 0.2466198698289247, 0.012660893710383127, 0.9998795752123096, -0.00897423220701243, 0.6449733844857458, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[0.1447159285868022, -1.5716728552292099, 1.5322324074924607, 0.05958065700122501, 1.5608588057521615, 0.010341275513992332]","[0.6304796889411238, 0.2584814706857654, 0.6443324363757945]","[-0.1538213828789239, 0.021520165955483457, 0.9878642946409512, 0.9880424633256147, -0.007313577819105585, 0.15400844861544125, 0.010539109766323287, 0.9997416636495313, -0.02013785312790447]","[0.45241772350728754, 0.46734089486906827, 0.5400568623274133, 0.5340873307732841]","[-0.1538213828789239, 0.021520165955483457, 0.9878642946409512, 0.6304796889411238, 0.9880424633256147, -0.007313577819105585, 0.15400844861544125, 0.2584814706857654, 0.010539109766323287, 0.9997416636495313, -0.02013785312790447, 0.6443324363757945, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[0.14877590210297348, -1.57495007711851, 1.5297148877070714, 0.060110481295582864, 1.5695254412940165, 0.005418500971369545]","[0.6280363595560811, 0.26002294566308815, 0.6481153416383938]","[-0.14940235299052443, 0.01552018634804599, 0.988654672136139, 0.9887615376629877, -0.003152776528287954, 0.14946799536518424, 0.005436778386029576, 0.9998745840433613, -0.014874731086530552]","[0.45622640744334847, 0.4660003097167142, 0.5387773908463418, 0.5333105095608659]","[-0.14940235299052443, 0.01552018634804599, 0.988654672136139, 0.6280363595560811, 0.9887615376629877, -0.003152776528287954, 0.14946799536518424, 0.26002294566308815, 0.005436778386029576, 0.9998745840433613, -0.014874731086530552, 0.6481153416383938, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[0.16916608429596366, -1.5728720777897898, 1.5304848082232494, 0.06292236184356594, 1.5660588169458112, 0.01188984232929658]","[0.6232189466019308, 0.2732030196418464, 0.6459808651976201]","[-0.17277450730981267, 0.022296330615544445, 0.9847090145138988, 0.9848884939681581, -0.008253422727463803, 0.17299287691235915, 0.011984326138099645, 0.9997173373781032, -0.020533418435602534]","[0.446776972192816, 0.46260467298041136, 0.5443010433156341, 0.5386312541065721]","[-0.17277450730981267, 0.022296330615544445, 0.9847090145138988, 0.6232189466019308, 0.9848884939681581, -0.008253422727463803, 0.17299287691235915, 0.2732030196418464, 0.011984326138099645, 0.9997173373781032, -0.020533418435602534, 0.6459808651976201, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[0.17332672974159777, -1.5744378227281737, 1.5393374862923306, 0.06543886818452659, 1.5693178170178061, 0.0043445127528968265]","[0.6202052918075762, 0.27516091172963475, 0.6409362023468189]","[-0.17378422609856015, 0.030634664191189254, 0.9843071472407469, 0.9847739811436315, 0.000953045774217201, 0.17383698618612325, 0.004387347928610711, 0.9995301941680629, -0.03033384453886453]","[0.4463280674394094, 0.4624923168729635, 0.5488786560824811, 0.5344383350269416]","[-0.17378422609856015, 0.030634664191189254, 0.9843071472407469, 0.6202052918075762, 0.9847739811436315, 0.000953045774217201, 0.17383698618612325, 0.27516091172963475, 0.004387347928610711, 0.9995301941680629, -0.03033384453886453, 0.6409362023468189, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[0.17987930503073485, -1.5746725431126634, 1.5287447835325492, 0.07031367115793533, 1.5737691317478761, 0.008293125585275833]","[0.6187659696733352, 0.2788703302132486, 0.6476568713792614]","[-0.1757810686983817, 0.025448706799406213, 0.9841002892030326, 0.9843949812215832, -0.0038012767701268548, 0.17593200743661164, 0.008218079642707888, 0.9996689019956329, -0.02438338675884381]","[0.4461037625297077, 0.46162852891437206, 0.5468919405803807, 0.5374009114966367]","[-0.1757810686983817, 0.025448706799406213, 0.9841002892030326, 0.6187659696733352, 0.9843949812215832, -0.0038012767701268548, 0.17593200743661164, 0.2788703302132486, 0.008218079642707888, 0.9996689019956329, -0.02438338675884381, 0.6476568713792614, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[0.18403741477065058, -1.5791449221391554, 1.5353814138160662, 0.06969688911986713, 1.5604375713156071, 0.013959618596967741]","[0.6145559302110309, 0.282124244582758, 0.646264776793455]","[-0.19279601310794428, 0.028186599914765024, 0.9808339374812265, 0.9811357715678319, -0.008951423913440176, 0.19311258312165183, 0.014223047482039945, 0.9995625981373889, -0.02592908261309641]","[0.4394096836568122, 0.45882580938156475, 0.5499485593688742, 0.5421757912357136]","[-0.19279601310794428, 0.028186599914765024, 0.9808339374812265, 0.6145559302110309, 0.9811357715678319, -0.008951423913440176, 0.19311258312165183, 0.282124244582758, 0.014223047482039945, 0.9995625981373889, -0.02592908261309641, 0.646264776793455, 0.0, 0.0, 0.0, 1.0]",True,True
36,"[0.19876587960247874, -1.5731087626677984, 1.5228672615628305, 0.0669270563796758, 1.582189026230147, 0.014760659748872917]","[0.6152461980231161, 0.2900884687862876, 0.6508173483208736]","[-0.18601853941564822, 0.019104012127027295, 0.9823604937670892, 0.9824382301762767, -0.011207559217892826, 0.18625121343089998, 0.014568008847270547, 0.9997546835784406, -0.016683698067216007]","[0.4433086405934479, 0.4587681107785993, 0.5457780405679976, 0.5432638402669382]","[-0.18601853941564822, 0.019104012127027295, 0.9823604937670892, 0.6152461980231161, 0.9824382301762767, -0.011207559217892826, 0.18625121343089998, 0.2900884687862876, 0.014568008847270547, 0.9997546835784406, -0.016683698067216007, 0.6508173483208736, 0.0, 0.0, 0.0, 1.0]",True,True
