target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
10,"[-0.018932416607499995, -1.5835872860430342, 1.5728524915117614, -0.004418562127130699, 1.5685454342056222, 0.004819042661625883]","[0.6613710815570362, 0.15165510590075984, 0.6311037073256676]","[0.016607806538012585, -0.015230271626207725, 0.9997460775557901, 0.9998506341589688, -0.004531494871778142, -0.016678576861794, 0.004784363479468081, 0.9998737442199483, 0.015152738553718655]","[0.5067615440766873, 0.5014944074603604, 0.4908431419599572, 0.5007685161048676]","[0.016607806538012585, -0.015230271626207725, 0.9997460775557901, 0.6613710815570362, 0.9998506341589688, -0.004531494871778142, -0.016678576861794, 0.15165510590075984, 0.004784363479468081, 0.9998737442199483, 0.015152738553718655, 0.6311037073256676, 0.0, 0.0, 0.0, 1.0]",True,True
11,"[-0.010587976137768716, -1.5806844064249501, 1.5793763953516569, -0.0008703333151763026, 1.5680966140140409, -0.004253826519360189]","[0.6604010687151098, 0.15720654493871472, 0.6245197728430655]","[0.007897382331977185, -0.0021446461763946667, 0.9999665153619298, 0.999959742408315, 0.004276745357128661, -0.007888156428869371, -0.004259684847334283, 0.9999885549054691, 0.0021783349313263425]","[0.5035753326515389, 0.5003604455898574, 0.4985481491525731, 0.4974947756615692]","[0.007897382331977185, -0.0021446461763946667, 0.9999665153619298, 0.6604010687151098, 0.999959742408315, 0.004276745357128661, -0.007888156428869371, 0.15720654493871472, -0.004259684847334283, 0.9999885549054691, 0.0021783349313263425, 0.6245197728430655, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[-0.022795380763513392, -1.5685150522230984, 1.5859077078748145, -0.014462084905389713, 1.5666665083560194, -0.005366934251395418]","[0.6690418922959882, 0.14911076384425018, 0.6133753934027726]","[0.018648503414689706, 0.003029933432801518, 0.9998215104826387, 0.9998117620910697, 0.005299177368359917, -0.01866438061036398, -0.0053547833515629, 0.9999813689377474, -0.002930541357219022]","[0.5052269637068647, 0.5040535356992224, 0.4973884838109165, 0.4932346748404179]","[0.018648503414689706, 0.003029933432801518, 0.9998215104826387, 0.6690418922959882, 0.9998117620910697, 0.005299177368359917, -0.01866438061036398, 0.14911076384425018, -0.0053547833515629, 0.9999813689377474, -0.002930541357219022, 0.6133753934027726, 0.0, 0.0, 0.0, 1.0]",True,True
13,"[-0.02448830200913137, -1.5734959070201433, 1.5844105583822046, -0.013333788836976807, 1.5714176244046072, -0.002903399172737524]","[0.6669073985392487, 0.14759817226628444, 0.6175748217536645]","[0.02511387509554767, -0.0023455043810748973, 0.9996818453322456, 0.9996803850965906, 0.002961714614321554, -0.025106889486264248, -0.0029018840117072554, 0.9999928634024056, 0.0024191348538114238]","[0.5075664302738314, 0.5049091565884439, 0.49381897104732686, 0.4935442090491849]","[0.02511387509554767, -0.0023455043810748973, 0.9996818453322456, 0.6669073985392487, 0.9996803850965906, 0.002961714614321554, -0.025106889486264248, 0.14759817226628444, -0.0029018840117072554, 0.9999928634024056, 0.0024191348538114238, 0.6175748217536645, 0.0, 0.0, 0.0, 1.0]",True,True
14,"[-0.03274503617424734, -1.5756218773152755, 1.5888553176008944, -0.010399909336996385, 1.5615322236242009, -0.0010933429665127108]","[0.6662053254061796, 0.14306080966589724, 0.6157588221527543]","[0.023475702124989638, 0.0028576766908841762, 0.9997203234373447, 0.9997238382326635, 0.0010002744528082583, -0.02347864392101726, -0.0010670890729542455, 0.9999954165569707, -0.002833405364741383]","[0.5053816803201954, 0.5062876734221669, 0.49506514159566917, 0.4931253943109856]","[0.023475702124989638, 0.0028576766908841762, 0.9997203234373447, 0.6662053254061796, 0.9997238382326635, 0.0010002744528082583, -0.02347864392101726, 0.14306080966589724, -0.0010670890729542455, 0.9999954165569707, -0.002833405364741383, 0.6157588221527543, 0.0, 0.0, 0.0, 1.0]",True,True
15,"[-0.03804175020693709, -1.5743314888541697, 1.5859356804976479, -0.014622336684145806, 1.5722515541830442, 0.005488030361132088]","[0.6683972054911794, 0.13848615582060445, 0.6172340451826343]","[0.039469556266541014, -0.003232614739277793, 0.9992155444798032, 0.9992056785298405, -0.0053689363536365085, -0.039486535884419825, 0.005492369419779311, 0.9999803621693668, 0.0030181374684842954]","[0.5091951387683774, 0.5103480075281214, 0.4878891702813607, 0.4921680397881347]","[0.039469556266541014, -0.003232614739277793, 0.9992155444798032, 0.6683972054911794, 0.9992056785298405, -0.0053689363536365085, -0.039486535884419825, 0.13848615582060445, 0.005492369419779311, 0.9999803621693668, 0.0030181374684842954, 0.6172340451826343, 0.0, 0.0, 0.0, 1.0]",True,True
16,"[-0.03983368669738301, -1.5851390999413772, 1.5864426637090647, -0.014659086512173946, 1.5781292014146937, 0.0023351983988101743]","[0.6632368750422313, 0.1369613767939932, 0.624032650934201]","[0.0471171307092688, -0.01345459629335342, 0.9987987534194805, 0.9988864084089377, -0.001800757092496303, -0.04714552332710138, 0.0024329179226016216, 0.9999078613114692, 0.013354766860757213]","[0.514458730239251, 0.5088131093390301, 0.48418161503135304, 0.49194471062406603]","[0.0471171307092688, -0.01345459629335342, 0.9987987534194805, 0.6632368750422313, 0.9988864084089377, -0.001800757092496303, -0.04714552332710138, 0.1369613767939932, 0.0024329179226016216, 0.9999078613114692, 0.013354766860757213, 0.624032650934201, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[-0.04604856106511292, -1.5803726512642609, 1.6002858274094096, -0.0128927089844896, 1.563975488582369, 0.005280498427074764]","[0.6645875611274763, 0.13411956313551668, 0.6115319651562647]","[0.03925431586154737, 0.0068057808315345044, 0.9992060748581921, 0.9992150462633946, -0.005599572126196503, -0.03921652856699645, 0.005328227386701558, 0.9999611623154555, -0.00702024598137151]","[0.5066148679603618, 0.5128045763176055, 0.49045039453384776, 0.48972569114844233]","[0.03925431586154737, 0.0068057808315345044, 0.9992060748581921, 0.6645875611274763, 0.9992150462633946, -0.005599572126196503, -0.03921652856699645, 0.13411956313551668, 0.005328227386701558, 0.9999611623154555, -0.00702024598137151, 0.6115319651562647, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[-0.0521471970727547, -1.588805058487818, 1.5944095734128791, -0.011586136011948541, 1.5711132284484042, 0.009424723793325132]","[0.6618151078545886, 0.12959177975389405, 0.6208468873579037]","[0.05238140232135266, -0.006467414663762468, 0.9986062092929402, 0.9985826622551645, -0.009099848612107015, -0.0524391018098563, 0.00942631074367541, 0.9999376807095548, 0.005981585321633834]","[0.5121677310781302, 0.5136875669149064, 0.48283981912869056, 0.49058639188536096]","[0.05238140232135266, -0.006467414663762468, 0.9986062092929402, 0.6618151078545886, 0.9985826622551645, -0.009099848612107015, -0.0524391018098563, 0.12959177975389405, 0.00942631074367541, 0.9999376807095548, 0.005981585321633834, 0.6208468873579037, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[-0.060110432687435884, -1.5794301765370096, 1.5989882815794982, -0.019564233378836594, 1.574773409443548, 0.0062031982815967356]","[0.6677428728862231, 0.12368355175921862, 0.6123853649560799]","[0.0640423840682002, -0.00040339026822748547, 0.9979470979561755, 0.9979278999858747, -0.006190055451533975, -0.06404365419999798, 0.00620318246089214, 0.9999807600598116, 6.128494616400521e-06]","[0.5142612315524286, 0.5172587145290831, 0.4821206882061922, 0.4853230367183156]","[0.0640423840682002, -0.00040339026822748547, 0.9979470979561755, 0.6677428728862231, 0.9979278999858747, -0.006190055451533975, -0.06404365419999798, 0.12368355175921862, 0.00620318246089214, 0.9999807600598116, 6.128494616400521e-06, 0.6123853649560799, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[-0.06718575594401559, -1.5843688206997524, 1.598725089865952, -0.02523122377879306, 1.5781108993321555, 0.01567489526969231]","[0.6668630063442923, 0.11876455283877138, 0.6163372869491026]","[0.07425178692395276, -0.012015523196177864, 0.9971671371143968, 0.9971150984460719, -0.014900786721015594, -0.07442746136994617, 0.01575285972387056, 0.9998167800939415, 0.010874449554029839]","[0.5172585063962136, 0.5192008580720323, 0.47433452773359275, 0.48773031722230786]","[0.07425178692395276, -0.012015523196177864, 0.9971671371143968, 0.6668630063442923, 0.9971150984460719, -0.014900786721015594, -0.07442746136994617, 0.11876455283877138, 0.01575285972387056, 0.9998167800939415, 0.010874449554029839, 0.6163372869491026, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[-0.06442483000957765, -1.591950811049642, 1.6214998748759089, -0.02298147330662651, 1.570156309596739, 0.008020743908313638]","[0.659751490647484, 0.12177766401361298, 0.6059515658578054]","[0.06379210036423995, 0.006042458101631527, 0.9979449166317793, 0.9979309456660842, -0.008427153607420803, -0.06374018170723682, 0.008024687726844393, 0.9999462344457162, -0.006567541756218297]","[0.5120540511021763, 0.5193233086738644, 0.4833084645918582, 0.4842694269430403]","[0.06379210036423995, 0.006042458101631527, 0.9979449166317793, 0.659751490647484, 0.9979309456660842, -0.008427153607420803, -0.06374018170723682, 0.12177766401361298, 0.008024687726844393, 0.9999462344457162, -0.006567541756218297, 0.6059515658578054, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[-0.07257540875296445, -1.5929689734624692, 1.59941699976634, -0.028686757623286933, 1.575280770336185, 0.011738323237884329]","[0.6636060842571309, 0.11571292834932648, 0.6218382192226265]","[0.07671686821457002, -0.02308045799381772, 0.996785741566433, 0.9969826769470731, -0.010090895331003658, -0.07696567870724505, 0.01183486369995198, 0.9996826828000045, 0.02223667490856524]","[0.5217429079039148, 0.5158902714330366, 0.47195221197327303, 0.4887767133428615]","[0.07671686821457002, -0.02308045799381772, 0.996785741566433, 0.6636060842571309, 0.9969826769470731, -0.010090895331003658, -0.07696567870724505, 0.11571292834932648, 0.01183486369995198, 0.9996826828000045, 0.02223667490856524, 0.6218382192226265, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[-0.09093408258475352, -1.5817933513935338, 1.6012061490885463, -0.03455049028312236, 1.5750909635484873, 0.016185653928334952]","[0.6715289810420819, 0.10298980521247968, 0.613862633203566]","[0.0948279283762013, -0.016611534162917545, 0.995355072791932, 0.99536107192366, -0.014737212967038083, -0.09507445005334884, 0.0162480921606382, 0.9997534053388957, 0.015136975074994988]","[0.5232656329447211, 0.5230746042077182, 0.46778677930809615, 0.4834889501492851]","[0.0948279283762013, -0.016611534162917545, 0.995355072791932, 0.6715289810420819, 0.99536107192366, -0.014737212967038083, -0.09507445005334884, 0.10298980521247968, 0.0162480921606382, 0.9997534053388957, 0.015136975074994988, 0.613862633203566, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[-0.07695561457598818, -1.5874388412156781, 1.6158266992293697, -0.036106420849854666, 1.5672771643090015, 0.015627690894938737]","[0.6656645781639635, 0.11342508200314647, 0.6079861454524453]","[0.07324134884677322, -0.008841268743031726, 0.9972750557324289, 0.9971922395474884, -0.01499161321807111, -0.07336817374982693, 0.015599429648878548, 0.9998485302785286, 0.007718438604824372]","[0.516228673708059, 0.5197390026397913, 0.4754073514709074, 0.48720342337059847]","[0.07324134884677322, -0.008841268743031726, 0.9972750557324289, 0.6656645781639635, 0.9971922395474884, -0.01499161321807111, -0.07336817374982693, 0.11342508200314647, 0.015599429648878548, 0.9998485302785286, 0.007718438604824372, 0.6079861454524453, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[-0.09193392082774701, -1.592009246594634, 1.62074972912568, -0.03093699043474936, 1.5768842929086335, 0.014466545175643908]","[0.6637821141720888, 0.10287596523551087, 0.6072191882116564]","[0.09782309622928655, -0.0036027204382242453, 0.9951972981522608, 0.9950984823188441, -0.014194970855942722, -0.09786477041883515, 0.014479376051754346, 0.9998927558532679, 0.002196465640283228]","[0.521014536988563, 0.5267403538378624, 0.4705808823343995, 0.47920985493490714]","[0.09782309622928655, -0.0036027204382242453, 0.9951972981522608, 0.6637821141720888, 0.9950984823188441, -0.014194970855942722, -0.09786477041883515, 0.10287596523551087, 0.014479376051754346, 0.9998927558532679, 0.002196465640283228, 0.6072191882116564, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[-0.09722714654693326, -1.589793029943615, 1.605542445058858, -0.03141306364866605, 1.568728800116539, 0.01415245143994627]","[0.6674457725166882, 0.09981136396562161, 0.6159348774374608]","[0.09478618895765102, -0.016932142175984006, 0.9953536461701524, 0.9953975408609725, -0.012567631851473174, -0.09500415926460444, 0.014117862119066078, 0.9997776538765899, 0.015662974756058906]","[0.5238992106937738, 0.5224200527480415, 0.46823690703393334, 0.48307463648226273]","[0.09478618895765102, -0.016932142175984006, 0.9953536461701524, 0.6674457725166882, 0.9953975408609725, -0.012567631851473174, -0.09500415926460444, 0.09981136396562161, 0.014117862119066078, 0.9997776538765899, 0.015662974756058906, 0.6159348774374608, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[-0.10762653384793565, -1.5949350137991294, 1.624621079382972, -0.038805768254506594, 1.562972727149868, 0.024274092585860198]","[0.6644486919326993, 0.09383091863154258, 0.6072804801126453]","[0.09938823653668598, -0.01148251431148282, 0.9949824773850113, 0.9947544263729614, -0.023171601131772697, -0.0996328666273859, 0.024199372916011548, 0.9996655584574657, 0.009119297363020052]","[0.5208972866045506, 0.5275984600776994, 0.4659186798596192, 0.4829344318740658]","[0.09938823653668598, -0.01148251431148282, 0.9949824773850113, 0.6644486919326993, 0.9947544263729614, -0.023171601131772697, -0.0996328666273859, 0.09383091863154258, 0.024199372916011548, 0.9996655584574657, 0.009119297363020052, 0.6072804801126453, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[-0.11901286444655919, -1.5953515015228223, 1.6201719225449454, -0.046260825844524824, 1.5607326957953802, 0.01134745068935765]","[0.6667170188622555, 0.0863187218012609, 0.6112153819007726]","[0.10848757132590671, -0.022519592298725983, 0.9938427012513125, 0.9940355100512945, -0.008734619258540726, -0.1087065369859184, 0.011128864491439109, 0.9997082446339569, 0.021437676786995707]","[0.5294314471332341, 0.5233986324488848, 0.46404205968547635, 0.4800220632220017]","[0.10848757132590671, -0.022519592298725983, 0.9938427012513125, 0.6667170188622555, 0.9940355100512945, -0.008734619258540726, -0.1087065369859184, 0.0863187218012609, 0.011128864491439109, 0.9997082446339569, 0.021437676786995707, 0.6112153819007726, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[-0.10964335953407993, -1.599599988965154, 1.6269662991105454, -0.045167785546730725, 1.5741844612916118, 0.019983528000993202]","[0.6627142072859209, 0.09166231705356147, 0.6093458915368094]","[0.11241435203515719, -0.01994391440342956, 0.9934612492366195, 0.9934593291672627, -0.017907273649720962, -0.11277362653105773, 0.02003933000497353, 0.9996407203734262, 0.01780043326015082]","[0.5273299516539875, 0.5273806008057006, 0.4614861701760333, 0.48044077545383107]","[0.11241435203515719, -0.01994391440342956, 0.9934612492366195, 0.6627142072859209, 0.9934593291672627, -0.017907273649720962, -0.11277362653105773, 0.09166231705356147, 0.02003933000497353, 0.9996407203734262, 0.01780043326015082, 0.6093458915368094, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[-0.1230293422493266, -1.6003332927628784, 1.6303428822039046, -0.05029265418027025, 1.5733964952413604, 0.017767628731454623]","[0.6636832292940237, 0.08288104490422592, 0.608054907613503]","[0.1249213850574214, -0.022351341701553024, 0.9919148476958473, 0.9920066764008384, -0.01513811691912003, -0.12527406512245473, 0.017815766374125463, 0.999635561062272, 0.02028160566175942]","[0.5315225474521426, 0.529097792547555, 0.45816451531128516, 0.4771001827508186]","[0.1249213850574214, -0.022351341701553024, 0.9919148476958473, 0.6636832292940237, 0.9920066764008384, -0.01513811691912003, -0.12527406512245473, 0.08288104490422592, 0.017815766374125463, 0.999635561062272, 0.02028160566175942, 0.608054907613503, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[-0.1256659874571679, -1.598226267830799, 1.6393892002194732, -0.05569902786807346, 1.5757336408792297, 0.026547287077984046]","[0.6642747105306881, 0.08086625837209314, 0.6011712731908853]","[0.12980313156981352, -0.017872776034171846, 0.991378691979761, 0.9911825713037798, -0.024496924309810226, -0.13021908862753867, 0.02661310538620084, 0.999540126546299, 0.014535406616644974]","[0.5291128456852678, 0.533798803216853, 0.45584112843833297, 0.4767675532575182]","[0.12980313156981352, -0.017872776034171846, 0.991378691979761, 0.6642747105306881, 0.9911825713037798, -0.024496924309810226, -0.13021908862753867, 0.08086625837209314, 0.02661310538620084, 0.999540126546299, 0.014535406616644974, 0.6011712731908853, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[-0.14621802423449975, -1.6073485842514994, 1.647814358711317, -0.05475296949708728, 1.5776108911343538, 0.028936739638996317]","[0.6602375581887052, 0.0678416239352248, 0.6013679782281969]","[0.1519625310105681, -0.018538705739974116, 0.9882123787720677, 0.987959927679382, -0.026513910296550997, -0.1524211070046941, 0.029027064416025015, 0.9994765274633882, 0.014286377466483126]","[0.5337918597591434, 0.5394881981657791, 0.4492318948011143, 0.4713909621408926]","[0.1519625310105681, -0.018538705739974116, 0.9882123787720677, 0.6602375581887052, 0.987959927679382, -0.026513910296550997, -0.1524211070046941, 0.0678416239352248, 0.029027064416025015, 0.9994765274633882, 0.014286377466483126, 0.6013679782281969, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[-0.14987436898389084, -1.6041422298013497, 1.6412349785648028, -0.0647336640920657, 1.5676197856857828, 0.02956839933063174]","[0.6641353430087585, 0.06580693720657861, 0.6046288132552541]","[0.14530162184843515, -0.03163711575716021, 0.9888814547734135, 0.9889485577268153, -0.025121698055785298, -0.14611519584507945, 0.02946504468461431, 0.9991836633939538, 0.027637256527587615]","[0.53568115057379, 0.5345058613749321, 0.447755352722944, 0.47630277469665705]","[0.14530162184843515, -0.03163711575716021, 0.9888814547734135, 0.6641353430087585, 0.9889485577268153, -0.025121698055785298, -0.14611519584507945, 0.06580693720657861, 0.02946504468461431, 0.9991836633939538, 0.027637256527587615, 0.6046288132552541, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[-0.15461298012221375, -1.6137641232165865, 1.6509273385922782, -0.0600083877701754, 1.5766983808608723, 0.02087106314660372]","[0.6579570669298793, 0.06282234874066712, 0.6039078229383318]","[0.15931927064422716, -0.025901256014543853, 0.9868872756998441, 0.987003757073515, -0.017084244437717746, -0.15978645785784915, 0.020998893403162758, 0.9995185108485292, 0.022842787635952874]","[0.5396938516053481, 0.5370197220414703, 0.44742421070000843, 0.4692035169916791]","[0.15931927064422716, -0.025901256014543853, 0.9868872756998441, 0.6579570669298793, 0.987003757073515, -0.017084244437717746, -0.15978645785784915, 0.06282234874066712, 0.020998893403162758, 0.9995185108485292, 0.022842787635952874, 0.6039078229383318, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[-0.15296486259517802, -1.6080091859336285, 1.6528354234727471, -0.0593830647864475, 1.5689176823216655, 0.021180179392087623]","[0.6603303547816567, 0.06425051789419282, 0.5988851839102027]","[0.15017382057695025, -0.017570760592416388, 0.9885034607858112, 0.9884333780893485, -0.018719897838887254, -0.15049592188421762, 0.02114901161285947, 0.9996703625681346, 0.014556287668685436]","[0.5352593321014469, 0.5372004818378219, 0.45181577936020484, 0.469867631607728]","[0.15017382057695025, -0.017570760592416388, 0.9885034607858112, 0.6603303547816567, 0.9884333780893485, -0.018719897838887254, -0.15049592188421762, 0.06425051789419282, 0.02114901161285947, 0.9996703625681346, 0.014556287668685436, 0.5988851839102027, 0.0, 0.0, 0.0, 1.0]",True,True
36,"[-0.17475879972191116, -1.6074236550188212, 1.6524170436782544, -0.061731172413314696, 1.5710701011789803, 0.028832159958027084]","[0.6621331345512154, 0.049544904915506366, 0.5990078569704462]","[0.17359265262501514, -0.02149536437954298, 0.9845829270634351, 0.9843954980560626, -0.0254788324226648, -0.17411585943082306, 0.028828707247588885, 0.999444234766787, 0.016737001818258133]","[0.5396412748346369, 0.5436760255955339, 0.44277294213119606, 0.4659997804763184]","[0.17359265262501514, -0.02149536437954298, 0.9845829270634351, 0.6621331345512154, 0.9843954980560626, -0.0254788324226648, -0.17411585943082306, 0.049544904915506366, 0.028828707247588885, 0.999444234766787, 0.016737001818258133, 0.5990078569704462, 0.0, 0.0, 0.0, 1.0]",True,True
