target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
11,"[0.010353188703639129, -1.5698481962632955, 1.5663418354696708, -0.014565392969194683, 1.571739272843925, 0.0012672526592522686]","[0.6654202925977925, 0.17075231051056217, 0.6272914279578006]","[-0.00943314917513731, -0.018057862156458767, 0.9997924431155588, 0.9999546823846853, -0.0014542824013801642, 0.00940841323711013, 0.0012840847257090992, 0.9998358858717941, 0.018070762280043152]","[0.5017926191923128, 0.4934446197260133, 0.4974706284027515, 0.5071878828049229]","[-0.00943314917513731, -0.018057862156458767, 0.9997924431155588, 0.6654202925977925, 0.9999546823846853, -0.0014542824013801642, 0.00940841323711013, 0.17075231051056217, 0.0012840847257090992, 0.9998358858717941, 0.018070762280043152, 0.6272914279578006, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[0.010486492765018451, -1.5584025029239004, 1.5618431783398168, -0.011203289753343552, 1.5708928942592437, 1.278522932221651e-05]","[0.6712207422948802, 0.17098011997073942, 0.622303093998231]","[-0.010389840515886782, -0.007761976945334691, 0.9999158979273979, 0.9999460240587408, -9.418442084472984e-05, 0.010389422429121626, 1.3534042369544772e-05, 0.9999698709677182, 0.007762536546434693]","[0.49931916436526425, 0.49546488456764604, 0.5006328793508791, 0.5045410195125779]","[-0.010389840515886782, -0.007761976945334691, 0.9999158979273979, 0.6712207422948802, 0.9999460240587408, -9.418442084472984e-05, 0.010389422429121626, 0.17098011997073942, 1.3534042369544772e-05, 0.9999698709677182, 0.007762536546434693, 0.622303093998231, 0.0, 0.0, 0.0, 1.0]",True,True
13,"[0.011789035148478505, -1.55920640058011, 1.5679006501745907, -0.00043430376114771824, 1.5725690246885453, 0.006987115772486664]","[0.6686349557324538, 0.1716718652800331, 0.6178256299558541]","[-0.009958277686376974, 0.00832906010646979, 0.9999157261805937, 0.9999261079875998, -0.006889336963454217, 0.010015767617852467, 0.006972178303216656, 0.9999415801905362, -0.008259838724900024]","[0.49368323513799545, 0.5012960447684526, 0.5028242186509672, 0.5021423542992891]","[-0.009958277686376974, 0.00832906010646979, 0.9999157261805937, 0.6686349557324538, 0.9999261079875998, -0.006889336963454217, 0.010015767617852467, 0.1716718652800331, 0.006972178303216656, 0.9999415801905362, -0.008259838724900024, 0.6178256299558541, 0.0, 0.0, 0.0, 1.0]",True,True
14,"[0.01784961245581551, -1.5679087244610415, 1.5743650917898204, -0.00966092993918441, 1.5785532931524728, 0.0052016074509792076]","[0.663603246247389, 0.1750981398932354, 0.6201985404840443]","[-0.010109044162618345, -0.003151506444115806, 0.9999439360450418, 0.99993524381508, -0.005258514956148875, 0.01009238311462676, 0.005226413932580994, 0.9999812078372216, 0.003204460924503232]","[0.49694992247854713, 0.4979821808732284, 0.5004113478634268, 0.504621645404572]","[-0.010109044162618345, -0.003151506444115806, 0.9999439360450418, 0.663603246247389, 0.99993524381508, -0.005258514956148875, 0.01009238311462676, 0.1750981398932354, 0.005226413932580994, 0.9999812078372216, 0.003204460924503232, 0.6201985404840443, 0.0, 0.0, 0.0, 1.0]",True,True
15,"[0.031042322280692022, -1.556241617114226, 1.5630288463458422, -0.01804285631860416, 1.5590871977969425, -0.003097859024060462]","[0.6692372301837366, 0.18588145142899093, 0.620695881409151]","[-0.042702632602504086, -0.011382308229571614, 0.9990229868367307, 0.9990826071207256, 0.0027456883813253893, 0.042736463870640076, -0.003229445412052176, 0.9999314497777735, 0.0112546180588634]","[0.492772177034602, 0.48561740623594496, 0.5084765734340586, 0.5126430440082168]","[-0.042702632602504086, -0.011382308229571614, 0.9990229868367307, 0.6692372301837366, 0.9990826071207256, 0.0027456883813253893, 0.042736463870640076, 0.18588145142899093, -0.003229445412052176, 0.9999314497777735, 0.0112546180588634, 0.620695881409151, 0.0, 0.0, 0.0, 1.0]",True,True
16,"[0.02896368659436917, -1.5574401432403981, 1.5669448034083784, -0.02530540886061438, 1.5700061353308759, 0.007102190605619603]","[0.6694317592044742, 0.18347731031918296, 0.619577189762391]","[-0.029860806460478437, -0.015581782215659685, 0.9994326091840878, 0.9995289299120799, -0.007556540381943389, 0.02974587309642465, 0.0070887591539274646, 0.9998500421365394, 0.0158000864939974]","[0.49456615827702355, 0.4903813942808871, 0.5016234094379313, 0.5131319112412566]","[-0.029860806460478437, -0.015581782215659685, 0.9994326091840878, 0.6694317592044742, 0.9995289299120799, -0.007556540381943389, 0.02974587309642465, 0.18347731031918296, 0.0070887591539274646, 0.9998500421365394, 0.0158000864939974, 0.619577189762391, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[0.02852051324597032, -1.562445331646958, 1.5585203090733613, -0.019587185916174633, 1.5669201171979263, 0.0003283156543121714]","[0.6673416250233175, 0.18340331805484122, 0.6280245335881304]","[-0.03239769903852489, -0.02348984589140604, 0.9991989873078372, 0.9994750286440527, -0.0009985705140360469, 0.03238317424062392, 0.00023709487399347867, 0.9997235767935687, 0.02350986578213992]","[0.49752225986119936, 0.48607895595606987, 0.5019684409259084, 0.5140297013146956]","[-0.03239769903852489, -0.02348984589140604, 0.9991989873078372, 0.6673416250233175, 0.9994750286440527, -0.0009985705140360469, 0.03238317424062392, 0.18340331805484122, 0.00023709487399347867, 0.9997235767935687, 0.02350986578213992, 0.6280245335881304, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[0.039988025051603614, -1.5583749060774863, 1.5632849388511962, -0.026490397479931364, 1.5714037771836802, -0.0026562885987021175]","[0.6674790324110956, 0.19072151416143104, 0.6227592820943924]","[-0.039313125781593135, -0.021665942929536424, 0.9989920245218451, 0.9992234459923787, 0.0017915702112474149, 0.03936108808575038, -0.0026425594405174086, 0.9997636606684364, 0.021578685929664266]","[0.4959982687367262, 0.48407556695145626, 0.5048579032914055, 0.5145629799888469]","[-0.039313125781593135, -0.021665942929536424, 0.9989920245218451, 0.6674790324110956, 0.9992234459923787, 0.0017915702112474149, 0.03936108808575038, 0.19072151416143104, -0.0026425594405174086, 0.9997636606684364, 0.021578685929664266, 0.6227592820943924, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[0.03872402946442162, -1.5452318481477059, 1.5658491437658648, -0.011784835905021104, 1.5720205803459217, -0.0029492010458841214]","[0.6721450279337586, 0.18999221684686074, 0.6107917558738613]","[-0.03751690109551282, 0.00871511638422989, 0.999257989149248, 0.9992916096680894, 0.0032890608032772727, 0.03748947753691955, -0.002959895124554232, 0.9999566134715254, -0.00883233804889551]","[0.4891165049502187, 0.49194165714800614, 0.5122592849201675, 0.5063090711816598]","[-0.03751690109551282, 0.00871511638422989, 0.999257989149248, 0.6721450279337586, 0.9992916096680894, 0.0032890608032772727, 0.03748947753691955, 0.18999221684686074, -0.002959895124554232, 0.9999566134715254, -0.00883233804889551, 0.6107917558738613, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[0.038279256072104674, -1.5506766856835899, 1.5698813562352343, -0.02920256194586328, 1.5650174352824342, -0.0050333882372996675]","[0.6710664747455226, 0.1902948660175355, 0.6134135353627045]","[-0.0439927633878625, -0.01021196219094943, 0.9989796557476583, 0.9990188785017686, 0.004645875878903081, 0.04404198263459821, -0.005090890547631918, 0.9999370638522849, 0.009997558097034802]","[0.49260802637291523, 0.4851195220345702, 0.5095687100798406, 0.5121875744309877]","[-0.0439927633878625, -0.01021196219094943, 0.9989796557476583, 0.6710664747455226, 0.9990188785017686, 0.004645875878903081, 0.04404198263459821, 0.1902948660175355, -0.005090890547631918, 0.9999370638522849, 0.009997558097034802, 0.6134135353627045, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[0.04586596205007985, -1.5459164727870212, 1.5652290255681944, -0.02342794700701536, 1.5608404355817926, 0.0026163682205583003]","[0.6718149924675321, 0.1958675423658114, 0.6127391059028646]","[-0.05580334773296417, -0.003965066486327819, 0.9984339059895517, 0.9984384577153735, -0.0028009786681200363, 0.05579247864584489, 0.0025753711849366995, 0.9999882163137024, 0.0041151788539577775]","[0.4861869117049722, 0.48551067240617857, 0.5120759685366241, 0.515441438297078]","[-0.05580334773296417, -0.003965066486327819, 0.9984339059895517, 0.6718149924675321, 0.9984384577153735, -0.0028009786681200363, 0.05579247864584489, 0.1958675423658114, 0.0025753711849366995, 0.9999882163137024, 0.0041151788539577775, 0.6127391059028646, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[0.05724047959372065, -1.547049244941101, 1.5592049490852669, -0.022368793151046854, 1.5742582743598232, 0.0009003987003607459]","[0.6696911943826881, 0.20226559300716668, 0.6174185681330906]","[-0.053761952449575635, -0.010147782020203461, 0.9985022158157086, 0.9985533420503535, -0.0014833689816930637, 0.05374962973392118, 0.000935707688886337, 0.9999474096853967, 0.010212850463331613]","[0.48861220027544916, 0.4841251300203248, 0.5104081046095739, 0.5161051665829844]","[-0.053761952449575635, -0.010147782020203461, 0.9985022158157086, 0.6696911943826881, 0.9985533420503535, -0.0014833689816930637, 0.05374962973392118, 0.20226559300716668, 0.000935707688886337, 0.9999474096853967, 0.010212850463331613, 0.6174185681330906, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[0.053034900002163946, -1.549041503439729, 1.565934794679129, -0.036472981067521594, 1.5603348376328803, -7.0612559733868475e-06]","[0.6702760435187374, 0.20071910796569792, 0.6156148238218255]","[-0.06345158997818559, -0.019551359411045577, 0.9977933854633535, 0.9979848950949686, -0.001030806433612881, 0.06344357020519324, -0.00021187620224963306, 0.9998083225215104, 0.01957736767796882]","[0.488644802301777, 0.4790620650754604, 0.5105985252296084, 0.5205909536502165]","[-0.06345158997818559, -0.019551359411045577, 0.9977933854633535, 0.6702760435187374, 0.9979848950949686, -0.001030806433612881, 0.06344357020519324, 0.20071910796569792, -0.00021187620224963306, 0.9998083225215104, 0.01957736767796882, 0.6156148238218255, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[0.06904869478154879, -1.5358163721933016, 1.5643970032017704, -0.04137600312002915, 1.5547576626826376, -0.002012505983857995]","[0.6740803057851187, 0.21243330083185324, 0.608060169579109]","[-0.08495755545843273, -0.01293553742845012, 0.9963006000409539, 0.9963821035424009, 0.0011224484847821823, 0.08497907889486322, -0.002217546154583266, 0.9999157024373786, 0.012793377514015467]","[0.4819124066000909, 0.4746384462258536, 0.5179977380329956, 0.5236001538597143]","[-0.08495755545843273, -0.01293553742845012, 0.9963006000409539, 0.6740803057851187, 0.9963821035424009, 0.0011224484847821823, 0.08497907889486322, 0.21243330083185324, -0.002217546154583266, 0.9999157024373786, 0.012793377514015467, 0.608060169579109, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[0.0746809423888392, -1.5438016977914863, 1.5661792257833094, -0.031736681750467316, 1.5638882181360667, -0.0032834603438943086]","[0.6677717870598815, 0.2150006828265641, 0.6114393858524979]","[-0.08146717592166222, -0.009600476243595033, 0.9966297858800149, 0.9966704020834202, 0.0025742454232248486, 0.08149529355352104, -0.0033479632946765724, 0.9999506008380599, 0.009358794013136796]","[0.48230329241948455, 0.4760776682018323, 0.5183345028385989, 0.5215965213916726]","[-0.08146717592166222, -0.009600476243595033, 0.9966297858800149, 0.6677717870598815, 0.9966704020834202, 0.0025742454232248486, 0.08149529355352104, 0.2150006828265641, -0.0033479632946765724, 0.9999506008380599, 0.009358794013136796, 0.6114393858524979, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[0.06221426522097502, -1.5348617949733416, 1.5579449445644247, -0.031450991313059035, 1.5653372382201143, -0.0028005235838190036]","[0.6757443952509097, 0.20685835649927117, 0.6107711393903635]","[-0.06759786724591864, -0.008540898031223798, 0.9976760904244542, 0.9977085887404352, 0.00227385481468303, 0.06761953517919571, -0.002846102136590048, 0.999960940559731, 0.008367619585408818]","[0.4855521617586963, 0.4800418362898149, 0.5151466059470821, 0.5180954622501157]","[-0.06759786724591864, -0.008540898031223798, 0.9976760904244542, 0.6757443952509097, 0.9977085887404352, 0.00227385481468303, 0.06761953517919571, 0.20685835649927117, -0.002846102136590048, 0.999960940559731, 0.008367619585408818, 0.6107711393903635, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[0.0649543693747972, -1.5332825098652494, 1.5631102292461672, -0.031872402623783644, 1.5619399796072466, -8.521161007346545e-05]","[0.6752874165521284, 0.2090303778811229, 0.6062903022744981]","[-0.0737435218116273, -0.002046654049318136, 0.9972751396670935, 0.9972772344317262, -4.773765516114619e-05, 0.07374357873960426, -0.00010332001732041062, 0.9999979044619638, 0.0020446018329570988]","[0.4817295253475151, 0.4806921088416621, 0.5176029323534377, 0.5186125387270697]","[-0.0737435218116273, -0.002046654049318136, 0.9972751396670935, 0.6752874165521284, 0.9972772344317262, -4.773765516114619e-05, 0.07374357873960426, 0.2090303778811229, -0.00010332001732041062, 0.9999979044619638, 0.0020446018329570988, 0.6062903022744981, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[0.08252829296523466, -1.5387151106416534, 1.5567471992870043, -0.04662897921213197, 1.5603421585364254, -0.0034829482557871823]","[0.6713696450593915, 0.22100115701946618, 0.6156493207304241]","[-0.09274446384968092, -0.02881887458001541, 0.9952727952140443, 0.9956827671514537, 0.0011108585096402865, 0.0928148328177977, -0.0037804262801182063, 0.999584032716266, 0.02859143081113099]","[0.4839829091690869, 0.4683890601918314, 0.5160581099905781, 0.5292034193368301]","[-0.09274446384968092, -0.02881887458001541, 0.9952727952140443, 0.6713696450593915, 0.9956827671514537, 0.0011108585096402865, 0.0928148328177977, 0.22100115701946618, -0.0037804262801182063, 0.999584032716266, 0.02859143081113099, 0.6156493207304241, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[0.08217813580488653, -1.5299784926350606, 1.562317739064403, -0.04031655298350406, 1.5694771224885673, -0.002927232602694928]","[0.6742982233277449, 0.2201558185223472, 0.6053249012291168]","[-0.08337668122105947, -0.008194398966219364, 0.9964844107431606, 0.9965137727030229, 0.002262217897039021, 0.08339774087692368, -0.002937659229730455, 0.9999638664450674, 0.00797721520840702]","[0.48136855731455575, 0.47602097791838294, 0.5190524260394348, 0.5217977765697233]","[-0.08337668122105947, -0.008194398966219364, 0.9964844107431606, 0.6742982233277449, 0.9965137727030229, 0.002262217897039021, 0.08339774087692368, 0.2201558185223472, -0.002937659229730455, 0.9999638664450674, 0.00797721520840702, 0.6053249012291168, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[0.08827546420410788, -1.53355916461666, 1.5619765065011988, -0.04102904659008871, 1.5714894650860933, -0.00012497350110001392]","[0.6713761848010806, 0.2239381537651429, 0.6080866608205672]","[-0.08746888402492503, -0.012573196499143045, 0.9960879022743063, 0.9961672454059877, -0.0009873343709928776, 0.08746338863253936, -0.00011622254931221376, 0.999920466787551, 0.012611367558089734]","[0.48066494285577244, 0.4745806261290009, 0.5181385389294649, 0.5246588381877331]","[-0.08746888402492503, -0.012573196499143045, 0.9960879022743063, 0.6713761848010806, 0.9961672454059877, -0.0009873343709928776, 0.08746338863253936, 0.2239381537651429, -0.00011622254931221376, 0.999920466787551, 0.012611367558089734, 0.6080866608205672, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[0.09382371423737058, -1.5303013551420948, 1.5510566621451403, -0.05840045208920927, 1.5700394769588542, 0.00011651922078001844]","[0.675026608274029, 0.22825532287832698, 0.6147729017786635]","[-0.09444344720270492, -0.03745971781596139, 0.9948252132016048, 0.9955302243252308, -0.0036419927262373187, 0.09437323955411069, 8.795126728262218e-05, 0.999291501730166, 0.03763624362823692]","[0.48465214424865966, 0.46678750569592575, 0.5131191895769028, 0.5328512183426953]","[-0.09444344720270492, -0.03745971781596139, 0.9948252132016048, 0.675026608274029, 0.9955302243252308, -0.0036419927262373187, 0.09437323955411069, 0.22825532287832698, 8.795126728262218e-05, 0.999291501730166, 0.03763624362823692, 0.6147729017786635, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[0.1132350836727086, -1.5228940672997024, 1.5573135504011066, -0.04951082382239884, 1.567559452086802, -0.005273065541583976]","[0.6721908378973088, 0.24174063425006573, 0.6046081340737679]","[-0.1161277528789742, -0.015606686556850756, 0.9931116635837062, 0.9932200304633237, 0.0035321845996152883, 0.11619593262411916, -0.005321287223454262, 0.9998719693074062, 0.015090689037119806]","[0.4749987159871491, 0.4650939081207931, 0.5254924472438852, 0.5309628653014443]","[-0.1161277528789742, -0.015606686556850756, 0.9931116635837062, 0.6721908378973088, 0.9932200304633237, 0.0035321845996152883, 0.11619593262411916, 0.24174063425006573, -0.005321287223454262, 0.9998719693074062, 0.015090689037119806, 0.6046081340737679, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[0.10682709208104356, -1.5158174082978997, 1.5642353289672195, -0.05866556909335409, 1.5652062666389102, -0.001539003618559949]","[0.6771211555190584, 0.23801058277876913, 0.595927418624434]","[-0.11216441532986068, -0.010361686344282658, 0.9936356371375844, 0.9936883797546533, 0.0004366639394709908, 0.11217492262166354, -0.00159620621561112, 0.9999462209442598, 0.01024730915950975]","[0.47395135767532104, 0.4682818626562315, 0.52496518220493, 0.5296166209037202]","[-0.11216441532986068, -0.010361686344282658, 0.9936356371375844, 0.6771211555190584, 0.9936883797546533, 0.0004366639394709908, 0.11217492262166354, 0.23801058277876913, -0.00159620621561112, 0.9999462209442598, 0.01024730915950975, 0.595927418624434, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[0.1112147756517271, -1.5119604166473983, 1.566930424171247, -0.05506910529320413, 1.5599850253909322, -0.009232112170447983]","[0.6770004148194961, 0.2415675179513469, 0.5911066788400345]","[-0.12171737040620528, -0.0012222303333841, 0.9925640472505597, 0.9925218549126443, 0.00915233491709762, 0.1217234664570862, -0.009233052700095539, 0.9999573695506112, 9.909217843486779e-05]","[0.4710451296556752, 0.466109215339673, 0.5316884927156286, 0.5274144782966103]","[-0.12171737040620528, -0.0012222303333841, 0.9925640472505597, 0.6770004148194961, 0.9925218549126443, 0.00915233491709762, 0.1217234664570862, 0.2415675179513469, -0.009233052700095539, 0.9999573695506112, 9.909217843486779e-05, 0.5911066788400345, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[0.11786629138661608, -1.5096064761873025, 1.553727585009645, -0.058453177991209505, 1.5733165714101927, 0.0010334254465454956]","[0.6788875299611674, 0.24524298669564012, 0.5985455639329972]","[-0.11510534601023936, -0.014113198272664811, 0.9932530276593067, 0.9933527146098592, -0.0027118583655767817, 0.11507836547947987, 0.0010694377432862725, 0.9998967263966421, 0.014331533211479253]","[0.47342220291080117, 0.4672459146808718, 0.5239422569408729, 0.532012391206092]","[-0.11510534601023936, -0.014113198272664811, 0.9932530276593067, 0.6788875299611674, 0.9933527146098592, -0.0027118583655767817, 0.11507836547947987, 0.24524298669564012, 0.0010694377432862725, 0.9998967263966421, 0.014331533211479253, 0.5985455639329972, 0.0, 0.0, 0.0, 1.0]",True,True
