target_id,q_sampled,position_xyz,rotation_matrix,quaternion_wxyz,transform_row_major,within_joint_limits,fk_verified
10,"[-0.00568860543378324, -1.582758130031, 1.5687063555007634, 0.022864045041476024, 1.572539773146221, -0.003410566816842306]","[0.6570208248640842, 0.16004533187585143, 0.6307897952842864]","[0.007401818544694694, 0.00883730941851796, 0.9999335553147882, 0.9999667379638381, 0.0033603381073604656, -0.00743176249386365, -0.003425791615435927, 0.9999553040461587, -0.008812142858693006]","[0.5004872660201661, 0.5032031456817484, 0.5011912465370277, 0.49508224076643365]","[0.007401818544694694, 0.00883730941851796, 0.9999335553147882, 0.6570208248640842, 0.9999667379638381, 0.0033603381073604656, -0.00743176249386365, 0.16004533187585143, -0.003425791615435927, 0.9999553040461587, -0.008812142858693006, 0.6307897952842864, 0.0, 0.0, 0.0, 1.0]",True,True
11,"[-0.004668676965058131, -1.578415953867878, 1.5596248244024071, 0.02733649691727083, 1.5669324471999386, -0.008949872647908835]","[0.6595029221741987, 0.1612200109928329, 0.6335521215774423]","[0.0007284289543621497, 0.008552031885605918, 0.9999631653925487, 0.9999599827082206, 0.008909857341419192, -0.000804626826801471, -0.008916410344600395, 0.9999237356882688, -0.008545199458383923]","[0.5002731970727088, 0.5000909344987486, 0.5041643154382907, 0.495433273571183]","[0.0007284289543621497, 0.008552031885605918, 0.9999631653925487, 0.6595029221741987, 0.9999599827082206, 0.008909857341419192, -0.000804626826801471, 0.1612200109928329, -0.008916410344600395, 0.9999237356882688, -0.008545199458383923, 0.6335521215774423, 0.0, 0.0, 0.0, 1.0]",True,True
12,"[-0.005316589369933168, -1.5895049854532584, 1.5536214380534759, 0.025405360884059428, 1.5733123268422349, 0.00800322293971538]","[0.6547506322464225, 0.1602302658095291, 0.6449970656487337]","[0.007748264730698315, -0.01054019488066505, 0.9999144306817164, 0.999937747360758, -0.00794718645558371, -0.00783221747227387, 0.008029059518761948, 0.9999128694637938, 0.010477961821193524]","[0.5025631900806873, 0.5013026753781313, 0.49341326162571997, 0.5026621339294614]","[0.007748264730698315, -0.01054019488066505, 0.9999144306817164, 0.6547506322464225, 0.999937747360758, -0.00794718645558371, -0.00783221747227387, 0.1602302658095291, 0.008029059518761948, 0.9999128694637938, 0.010477961821193524, 0.6449970656487337, 0.0, 0.0, 0.0, 1.0]",True,True
13,"[-0.01640610973213724, -1.5710406568454462, 1.5515118849215717, 0.034294496528308877, 1.5637888568165559, 0.0027600193525626755]","[0.6651316494853892, 0.1536960341950632, 0.6334268832088383]","[0.009439976033158127, 0.014737202449115437, 0.9998468391291074, 0.9999513433428373, -0.00300212100657337, -0.009396713059185718, 0.002863179936396012, 0.9998868946703101, -0.014764825336459033]","[0.4979139056328227, 0.5067560858973946, 0.5005803452735453, 0.49467093093210873]","[0.009439976033158127, 0.014737202449115437, 0.9998468391291074, 0.6651316494853892, 0.9999513433428373, -0.00300212100657337, -0.009396713059185718, 0.1536960341950632, 0.002863179936396012, 0.9998868946703101, -0.014764825336459033, 0.6334268832088383, 0.0, 0.0, 0.0, 1.0]",True,True
14,"[-0.007484350154843898, -1.5844717790570608, 1.540255984008197, 0.03783738577810039, 1.5751022235444343, -0.0037414069514588658]","[0.6575124157518809, 0.15862743319814365, 0.6494296618775878]","[0.01181366698123097, -0.006334032279641828, 0.9999101546176722, 0.9999233193248374, 0.003788875739940421, -0.011789821501050707, -0.003713858216992102, 0.9999727618568954, 0.0063783070979950415]","[0.505465342486299, 0.5004114517432868, 0.4963861656162253, 0.49768859851739217]","[0.01181366698123097, -0.006334032279641828, 0.9999101546176722, 0.6575124157518809, 0.9999233193248374, 0.003788875739940421, -0.011789821501050707, 0.15862743319814365, -0.003713858216992102, 0.9999727618568954, 0.0063783070979950415, 0.6494296618775878, 0.0, 0.0, 0.0, 1.0]",True,True
15,"[-0.0028908543346673225, -1.5803598550116023, 1.5438361232491806, 0.0506569020883259, 1.5711102355906763, -0.00266745898120982]","[0.6570922685994358, 0.16201317927914408, 0.6431784181214123]","[0.0031670166957119307, 0.01414113875099612, 0.9998949935868638, 0.9999914161725392, 0.002626587156645982, -0.003204468933799511, -0.002671626187965989, 0.9998965592673742, -0.014132698920523155]","[0.49791086173426535, 0.5036549236480243, 0.5033865982973368, 0.4949933578410723]","[0.0031670166957119307, 0.01414113875099612, 0.9998949935868638, 0.6570922685994358, 0.9999914161725392, 0.002626587156645982, -0.003204468933799511, 0.16201317927914408, -0.002671626187965989, 0.9998965592673742, -0.014132698920523155, 0.6431784181214123, 0.0, 0.0, 0.0, 1.0]",True,True
16,"[-0.009396853943100606, -1.5876415219443318, 1.530827576212198, 0.04725789136839328, 1.564075303703254, 0.004839428458180482]","[0.6558846006524964, 0.15840450623165458, 0.656896620964908]","[0.0026298602639168184, -0.009568326247130488, 0.9999507642718317, 0.9999851416667598, -0.0047495987108541375, -0.0026753986237844254, 0.004774963947776596, 0.9999429425946834, 0.009555693296831326]","[0.5018555456627669, 0.49945564509722473, 0.49574813356390895, 0.5029103875800759]","[0.0026298602639168184, -0.009568326247130488, 0.9999507642718317, 0.6558846006524964, 0.9999851416667598, -0.0047495987108541375, -0.0026753986237844254, 0.15840450623165458, 0.004774963947776596, 0.9999429425946834, 0.009555693296831326, 0.656896620964908, 0.0, 0.0, 0.0, 1.0]",True,True
17,"[-0.003149213622313239, -1.5857929119149579, 1.5395654114316395, 0.048931775706322476, 1.567618984722313, 0.006025604133829639]","[0.6549113206016095, 0.162172302461441, 0.6497288499384906]","[-1.1821630891844633e-05, 0.0027043786402763267, 0.9999963430915231, 0.9999817943569914, -0.00603408341956645, 2.8139964890250686e-05, 0.0060341374545956296, 0.999978137847751, -0.0027042580726172943]","[0.4978076528331311, 0.5021768911104163, 0.49916980985530945, 0.5008347149953368]","[-1.1821630891844633e-05, 0.0027043786402763267, 0.9999963430915231, 0.6549113206016095, 0.9999817943569914, -0.00603408341956645, 2.8139964890250686e-05, 0.162172302461441, 0.0060341374545956296, 0.999978137847751, -0.0027042580726172943, 0.6497288499384906, 0.0, 0.0, 0.0, 1.0]",True,True
18,"[-0.015784632334540985, -1.6039926683697645, 1.5425358551116475, 0.06753430643789456, 1.5792153821320514, 0.0010900915788789696]","[0.6448943693471155, 0.15300483507608076, 0.6578542331682548]","[0.02420777889463821, 0.006050313375048243, 0.9996886401020328, 0.999706408960825, -0.0011856980325723103, -0.02420103309420609, 0.0010389050195340089, 0.9999809937335006, -0.00607724017306545]","[0.5042184151459069, 0.5078067341765654, 0.4951473930169315, 0.4926714622760456]","[0.02420777889463821, 0.006050313375048243, 0.9996886401020328, 0.6448943693471155, 0.999706408960825, -0.0011856980325723103, -0.02420103309420609, 0.15300483507608076, 0.0010389050195340089, 0.9999809937335006, -0.00607724017306545, 0.6578542331682548, 0.0, 0.0, 0.0, 1.0]",True,True
19,"[-0.007614400897644332, -1.5942065464827455, 1.5234835122684967, 0.06649582699370314, 1.57404012375204, -0.005210126638941413]","[0.6504585804438069, 0.15869371843015834, 0.6642641470643419]","[0.01087983162201847, -0.0041704438491097715, 0.9999321160268719, 0.9999273109895369, 0.005241983153626287, -0.010857916459932873, -0.005196344976068273, 0.9999775642536778, 0.004227172597750098]","[0.5050616267777118, 0.5003525446799092, 0.4975276321305827, 0.49701744381412444]","[0.01087983162201847, -0.0041704438491097715, 0.9999321160268719, 0.6504585804438069, 0.9999273109895369, 0.005241983153626287, -0.010857916459932873, 0.15869371843015834, -0.005196344976068273, 0.9999775642536778, 0.004227172597750098, 0.6642641470643419, 0.0, 0.0, 0.0, 1.0]",True,True
20,"[-0.015877059584886652, -1.6016396216300453, 1.5251938538899823, 0.08212766269783416, 1.580317472085057, -0.004996621966769331]","[0.6458001792670383, 0.15282944890134184, 0.6664942592640173]","[0.02536661725263586, 0.005807967427902645, 0.9996613437777387, 0.999665457037553, 0.004904783730757455, -0.02539521810212802, -0.005050617294789832, 0.9999711048879917, -0.005681606641668452]","[0.5061101150791507, 0.5064936920050306, 0.4962911879934475, 0.4909294736453848]","[0.02536661725263586, 0.005807967427902645, 0.9996613437777387, 0.6458001792670383, 0.999665457037553, 0.004904783730757455, -0.02539521810212802, 0.15282944890134184, -0.005050617294789832, 0.9999711048879917, -0.005681606641668452, 0.6664942592640173, 0.0, 0.0, 0.0, 1.0]",True,True
21,"[-0.014966855263225732, -1.6041592777210214, 1.5296154840178853, 0.08856270872674721, 1.5633135727594296, -0.0031304589781524852]","[0.6432548873488568, 0.15502112277297278, 0.6646002448569882]","[0.007440850662234486, 0.014040247589853515, 0.9998737446243089, 0.9999677402770402, 0.0029205632332952826, -0.00748256076687158, -0.0030252515022600353, 0.9998971655915502, -0.014018063180487424]","[0.4990850004545925, 0.5046133050686997, 0.5023688325701416, 0.49386752346251284]","[0.007440850662234486, 0.014040247589853515, 0.9998737446243089, 0.6432548873488568, 0.9999677402770402, 0.0029205632332952826, -0.00748256076687158, 0.15502112277297278, -0.0030252515022600353, 0.9998971655915502, -0.014018063180487424, 0.6646002448569882, 0.0, 0.0, 0.0, 1.0]",True,True
22,"[-0.015129859727736554, -1.5991379043733955, 1.530684175748539, 0.09701031806654482, 1.5698067826968634, -0.0025667726647161113]","[0.644883897534194, 0.15429326487567882, 0.6599143173983242]","[0.0140669213859859, 0.028585640925079515, 0.9994923625799361, 0.9998978362664375, 0.0021345330687004573, -0.014133676035460615, -0.0025374696879415003, 0.9995890680181937, -0.028552694200403145]","[0.4969025961529792, 0.5100208531319305, 0.5041379538090536, 0.4886833973404739]","[0.0140669213859859, 0.028585640925079515, 0.9994923625799361, 0.644883897534194, 0.9998978362664375, 0.0021345330687004573, -0.014133676035460615, 0.15429326487567882, -0.0025374696879415003, 0.9995890680181937, -0.028552694200403145, 0.6599143173983242, 0.0, 0.0, 0.0, 1.0]",True,True
23,"[-0.018901392184010626, -1.6075393085278493, 1.5197639618518788, 0.09748288716301254, 1.5720737888697554, -0.010836986175480567]","[0.641669775711437, 0.15172258979292805, 0.6724667144780816]","[0.02007106189211789, 0.009923742112076795, 0.999749304484387, 0.9997396956032781, 0.010651106819954995, -0.020176594325467652, -0.010848663954024848, 0.9998940310182887, -0.009707379894170219]","[0.5052263821342623, 0.5047591839100931, 0.5000718510429295, 0.48978833474107897]","[0.02007106189211789, 0.009923742112076795, 0.999749304484387, 0.641669775711437, 0.9997396956032781, 0.010651106819954995, -0.020176594325467652, 0.15172258979292805, -0.010848663954024848, 0.9998940310182887, -0.009707379894170219, 0.6724667144780816, 0.0, 0.0, 0.0, 1.0]",True,True
24,"[-0.02318323456764441, -1.6093397619748173, 1.5100147115058706, 0.10320882530664012, 1.5730951021357433, -0.0020470019508955287]","[0.6412703655402591, 0.14890367683456215, 0.6795385616662721]","[0.025471233633160943, 0.003934869109018498, 0.9996678113565026, 0.9996734414184559, 0.0019563063981648, -0.02547907745302613, -0.00205591337019233, 0.9999903447885742, -0.0038837546064179954]","[0.5058517039174889, 0.5068033844207768, 0.49506788104547406, 0.492109923025907]","[0.025471233633160943, 0.003934869109018498, 0.9996678113565026, 0.6412703655402591, 0.9996734414184559, 0.0019563063981648, -0.02547907745302613, 0.14890367683456215, -0.00205591337019233, 0.9999903447885742, -0.0038837546064179954, 0.6795385616662721, 0.0, 0.0, 0.0, 1.0]",True,True
25,"[-0.026739883413578365, -1.6127046609035456, 1.517698965845909, 0.10854613830509476, 1.5711710267931003, -0.008348086285331558]","[0.6388591126449307, 0.14687797759160798, 0.6761148660749147]","[0.026997290446522118, 0.013761041478329064, 0.9995407845835895, 0.9996006129604948, 0.00798291815913893, -0.027108810130054305, -0.008352297740680135, 0.9998734453695108, -0.01354002833655944]","[0.5053316189071048, 0.5080734200447664, 0.49862953584028097, 0.4877191207697776]","[0.026997290446522118, 0.013761041478329064, 0.9995407845835895, 0.6388591126449307, 0.9996006129604948, 0.00798291815913893, -0.027108810130054305, 0.14687797759160798, -0.008352297740680135, 0.9998734453695108, -0.01354002833655944, 0.6761148660749147, 0.0, 0.0, 0.0, 1.0]",True,True
26,"[-0.018414616296898445, -1.6067876685471294, 1.5110784040254095, 0.11743187524331065, 1.5666744374587123, 0.0016116549206700598]","[0.640240884433678, 0.15255777858462233, 0.6759191297378581]","[0.014328194718233931, 0.02169415560790475, 0.9996619760942079, 0.9998958996318679, -0.002011448126275378, -0.014287896129695762, 0.001700804366776236, 0.9997626306723488, -0.021720717658738536]","[0.49764345392389614, 0.5094262361969709, 0.5013434638085523, 0.49141696545533076]","[0.014328194718233931, 0.02169415560790475, 0.9996619760942079, 0.640240884433678, 0.9998958996318679, -0.002011448126275378, -0.014287896129695762, 0.15255777858462233, 0.001700804366776236, 0.9997626306723488, -0.021720717658738536, 0.6759191297378581, 0.0, 0.0, 0.0, 1.0]",True,True
27,"[-0.021466071401420952, -1.6178287053079956, 1.5081096708616881, 0.12274551849097587, 1.5781067776939592, -0.001178092548738574]","[0.6341272023941399, 0.14969029483124136, 0.6843983740559084]","[0.028756568386792532, 0.013057001343352699, 0.9995011628260045, 0.9995856334947091, 0.0008980070989548222, -0.028770729817499275, -0.0012732185975076772, 0.9999143504816649, -0.013025767356783562]","[0.5041400619195433, 0.5101186941890634, 0.4962779478449918, 0.4892135671558663]","[0.028756568386792532, 0.013057001343352699, 0.9995011628260045, 0.6341272023941399, 0.9995856334947091, 0.0008980070989548222, -0.028770729817499275, 0.14969029483124136, -0.0012732185975076772, 0.9999143504816649, -0.013025767356783562, 0.6843983740559084, 0.0, 0.0, 0.0, 1.0]",True,True
28,"[-0.03206091198289427, -1.6156014234004645, 1.500276621957367, 0.1468079182511051, 1.5673587779800429, -0.00197456354699944]","[0.6345405027285345, 0.14399147757551323, 0.685995079815284]","[0.02855897846437366, 0.03151819213553976, 0.9990950847209581, 0.9995903686585877, 0.0009647179055262059, -0.028603569783351004, -0.0018653777257475062, 0.9995027127946524, -0.03147772993832824]","[0.4995112527340027, 0.5145561170798516, 0.5009699265872853, 0.48450969383794884]","[0.02855897846437366, 0.03151819213553976, 0.9990950847209581, 0.6345405027285345, 0.9995903686585877, 0.0009647179055262059, -0.028603569783351004, 0.14399147757551323, -0.0018653777257475062, 0.9995027127946524, -0.03147772993832824, 0.685995079815284, 0.0, 0.0, 0.0, 1.0]",True,True
29,"[-0.029108874579848426, -1.627744798504395, 1.491042613642882, 0.1422319655351967, 1.565793216976963, -0.008156232853802058]","[0.6282055885782254, 0.14618043642804443, 0.7000910227918846]","[0.024057622625894313, 0.005723817492312366, 0.9996941875928382, 0.9996775283398637, 0.007992836428956833, -0.02410298525329257, -0.00812835320901819, 0.9999516750719182, -0.005529683080864953]","[0.5065868079544675, 0.5053697827526401, 0.4973592506639259, 0.4905149992263956]","[0.024057622625894313, 0.005723817492312366, 0.9996941875928382, 0.6282055885782254, 0.9996775283398637, 0.007992836428956833, -0.02410298525329257, 0.14618043642804443, -0.00812835320901819, 0.9999516750719182, -0.005529683080864953, 0.7000910227918846, 0.0, 0.0, 0.0, 1.0]",True,True
30,"[-0.026183078409925405, -1.6234345472356728, 1.4841169098813507, 0.15013118814027954, 1.5710826789428236, -0.009221767577539966]","[0.6295756666007601, 0.14748280358363386, 0.7012359215758016]","[0.02636551517683178, 0.011053236692058543, 0.9995912592495443, 0.9996098107995381, 0.008935324855899783, -0.02646480914404807, -0.009224194423991935, 0.9998989878624485, -0.010813339395372996]","[0.506084849762705, 0.5070117182364489, 0.49834304175799454, 0.48833539206468923]","[0.02636551517683178, 0.011053236692058543, 0.9995912592495443, 0.6295756666007601, 0.9996098107995381, 0.008935324855899783, -0.02646480914404807, 0.14748280358363386, -0.009224194423991935, 0.9998989878624485, -0.010813339395372996, 0.7012359215758016, 0.0, 0.0, 0.0, 1.0]",True,True
31,"[-0.02723209313013334, -1.6264100869992912, 1.474907838340807, 0.1568746641365474, 1.571953554101243, -0.005289878978865346]","[0.6275334119714717, 0.1468017973160997, 0.7085335845532889]","[0.028356684710204208, 0.005520477486465347, 0.9995826242790377, 0.999583838837609, 0.0051414418947678025, -0.0283851142310785, -0.005295995365813604, 0.9999715445469257, -0.005372385831371851]","[0.5069826774095936, 0.507096546193821, 0.495519208259361, 0.49018605844201035]","[0.028356684710204208, 0.005520477486465347, 0.9995826242790377, 0.6275334119714717, 0.999583838837609, 0.0051414418947678025, -0.0283851142310785, 0.1468017973160997, -0.005295995365813604, 0.9999715445469257, -0.005372385831371851, 0.7085335845532889, 0.0, 0.0, 0.0, 1.0]",True,True
32,"[-0.028131927988717158, -1.6220941087514527, 1.4775861054848716, 0.17246552763520903, 1.5638695015562254, -0.009373467319335237]","[0.6282643414772797, 0.1469658431675352, 0.7026772694799063]","[0.020943370534419768, 0.028140366927563165, 0.9993845581055573, 0.9997385535290478, 0.008584964104924236, -0.02119252176982226, -0.009176045897074948, 0.9995671153757006, -0.027953211643664544]","[0.5003936258076435, 0.5099783373029584, 0.5038836188084925, 0.48541694802432256]","[0.020943370534419768, 0.028140366927563165, 0.9993845581055573, 0.6282643414772797, 0.9997385535290478, 0.008584964104924236, -0.02119252176982226, 0.1469658431675352, -0.009176045897074948, 0.9995671153757006, -0.027953211643664544, 0.7026772694799063, 0.0, 0.0, 0.0, 1.0]",True,True
33,"[-0.04186637372456004, -1.6345283476564423, 1.4870153688494743, 0.17927063343235253, 1.566841392701124, -0.01010594920068671]","[0.6219235377718223, 0.13839683939364664, 0.7036041581072053]","[0.03758181495645147, 0.03210592588483122, 0.998777661297877, 0.9992437662342302, 0.008769617041703816, -0.03788125471750798, -0.009975110355775668, 0.9994459982110185, -0.03175206817469551]","[0.5036366159800784, 0.5149185047387215, 0.5007344281802351, 0.4800772072873146]","[0.03758181495645147, 0.03210592588483122, 0.998777661297877, 0.6219235377718223, 0.9992437662342302, 0.008769617041703816, -0.03788125471750798, 0.13839683939364664, -0.009975110355775668, 0.9994459982110185, -0.03175206817469551, 0.7036041581072053, 0.0, 0.0, 0.0, 1.0]",True,True
34,"[-0.04097149070148588, -1.6423147070790245, 1.4772413599131282, 0.19232314809440484, 1.5729070626038877, -0.014735072161885198]","[0.6159968388066434, 0.1386314836546128, 0.71360936818817]","[0.04266231536418536, 0.027855196366151358, 0.9987011639540477, 0.9989801219800303, 0.013604974378460316, -0.04305369392891917, -0.01478657284601154, 0.9995193808564017, -0.027246367756180105]","[0.5072033423555256, 0.5138831843770296, 0.49954705153029744, 0.47866646595024126]","[0.04266231536418536, 0.027855196366151358, 0.9987011639540477, 0.6159968388066434, 0.9989801219800303, 0.013604974378460316, -0.04305369392891917, 0.1386314836546128, -0.01478657284601154, 0.9995193808564017, -0.027246367756180105, 0.71360936818817, 0.0, 0.0, 0.0, 1.0]",True,True
35,"[-0.041861481029749195, -1.6331379827240557, 1.4630492877462902, 0.18093481016343355, 1.583303245777978, -0.012500145011805814]","[0.6231178388610608, 0.13683074682406868, 0.7182910993021939]","[0.054201185717420164, 0.011514805283711122, 0.9984636401622766, 0.9984500965664103, 0.012027493097187342, -0.05433915785438058, -0.012634719361818359, 0.9998613647246678, -0.010845054060389136]","[0.5136593289219564, 0.513083508476111, 0.49210551750619413, 0.4803452578939974]","[0.054201185717420164, 0.011514805283711122, 0.9984636401622766, 0.6231178388610608, 0.9984500965664103, 0.012027493097187342, -0.05433915785438058, 0.13683074682406868, -0.012634719361818359, 0.9998613647246678, -0.010845054060389136, 0.7182910993021939, 0.0, 0.0, 0.0, 1.0]",True,True
36,"[-0.04053565349226711, -1.6387972463377936, 1.4585703150148506, 0.20955782607077292, 1.5690993445483192, -0.02021177127937824]","[0.6163618077694561, 0.13923404956265234, 0.7221178076530358]","[0.038229488881191084, 0.030081375780077937, 0.9988161077050473, 0.9990657662296714, 0.019006945549038066, -0.03881147728205791, -0.02015194600535352, 0.9993667229060981, -0.029326646929433896]","[0.5069294298767816, 0.5119934546118697, 0.5025196771264984, 0.47786946926967855]","[0.038229488881191084, 0.030081375780077937, 0.9988161077050473, 0.6163618077694561, 0.9990657662296714, 0.019006945549038066, -0.03881147728205791, 0.13923404956265234, -0.02015194600535352, 0.9993667229060981, -0.029326646929433896, 0.7221178076530358, 0.0, 0.0, 0.0, 1.0]",True,True
